summ_type,split,example_id,summ_a,summ_b,nli_contrast_cont_score
ref,train,10,The hotel is nicely located in a quiet canal street. It is only a walkable distance to many interesting places. Some of the interesting places include Dam Square and Anne Franks House. The room is quite small. The view of the canal was wonderful. You should try to request a large room. The small room did have a big enough bathroom. The staff at the reception were rude and not very helpful. The staff at the breakfast area were rude and not very helpful. The price is reasonable. The breakfast has very limited quantity. The food tasted funny. The shower was scalding. The scalding was dangerous.,"The hotel is conveniently located near the Metro and train stations. The hotel offers a stunning view from the balcony. The hotel is situated directly adjacent to Central Station. The guest had to request multiple times for the room to be tidied. The decor is aesthetically pleasing. The room offers a wonderful view. The bed is extraordinarily cozy. The space is equipped with Apple TV. The personnel at the hotel were extremely courteous. The personnel were sorry for any difficulties. No reimbursement was given. The morning meal supplied by the hotel was quite delicious. Occasionally, it took a bit longer than anticipated. It is suggested to visit the hotel's sky lounge. It may be pricey. The hotel was supposed to deliver towels. The towels arrived later than expected.",0.5806451612903226
ref,train,11,Really recommended to anyone. This hotel is well-maintained. This hotel has good facilities. This hotel has an upscale but cozy vibe. This hotel has a lovely courtyard and pool. This hotel sits in a perfect location. It is in walking distance to all the key landmarks. The rooms are clean. The bed is super comfortable. The only issue was the shower in the bathroom. The shower would spray outside the stall. The service was outstanding in general. The staff here at this hotel are helpful. The staff here at this hotel are professional. There were some small teething problems. The housekeeping staff don't work after midnight. The hotel offered chocolates and gingersnaps in the lobby. The hotel offered free breakfast. There is a lovely pool area. Valet parking should be provided. ,This location has a wonderful atmosphere. The atmosphere is true to the city. This location is very organized. This location puts in a lot of effort. Some of the hotel rooms lack windows. The furnishings are in poor condition. The rooms are not as tidy as they could be. The tidiness of the rooms needs improvement. The management of the hotel appeared apathetic. The valet and desk employees were swift and amiable. The valet and desk employees were occupied while being swift and amiable. The hotel provides coffee for breakfast. The hotel provides pastries for breakfast. The low price was not enough to make the hotel a desirable option. The complimentary parking was not enough to make the hotel a desirable option.,0.8
ref,train,12,It is a hotel. The hotel is located in Europe. The hotel is charming. The hotel is situated on the River Arno. The hotel is in a quiet locale. The hotel rooms were well decorated. The hotel rooms had fully functioning air conditioning. It was a room. The room had a view. The staff at this hotel are really great. The manager was really knowledgeable for local outings. They all work hard. Their goal is to please and meet your needs. You can access the internet via a computer in the hotel lobby. This is a free option. There is a great hotel balcony. It was lovely to sit on. It was great for watching the world go by.,This hotel appears to be much older. The images depicted on their website do not accurately represent the hotel's age. The hotel is generally satisfactory. The hotel is situated in an area. The area is desirable. It is within walking distance of the train station. It is within walking distance of the main sights in Florence. Buses that go to Fiosole are located in close proximity. Buses that go to the plaza Michelangelo are located in close proximity. Buses that go to the discount mall are located in close proximity. The rooms are quite diminutive. The rooms are insecure. Some rooms have a view. The view is of the building site. The personnel at the hotel displayed an inappropriate demeanor. The inappropriate demeanor was towards visitors. The hotel was loud.,0.4857142857142857
ref,train,13,The hotel is ideal for a boisterous and young crowd. The hotel is ideal for a girl's trip. The hotel is close to bus routes into the city. The hotel is a good change of place to stay from the downtown alternatives. The hotel is located in the centre of Lincoln Park. There are restaurants nearby. There is a good night life nearby. The hotel itself is located on Clark Street. Clark Street is a shoppers' delight. The hotel has double beds in the single rooms. This is great for one or two people. The rooms are very clean. The drain in the shower needs some attention. The hotel provided a good breakfast to guests. The hotel has good security. Your key card is needed to gain access to elevators or stairwells. There is free WiFi provided. There was some street noise. The noise was not loud enough to cause concern. It is worth mentioning that it is difficult to park for the valet out front of the hotel.,This hotel is an absolute delight. It offers a wonderful place to stay. It's a great value. It will make you want to return often. This hotel is situated in a peaceful neighborhood. The neighborhood is not too far from some amazing attractions. The accommodation in this hotel was up-to-date. The accommodation was attractively adorned. The accommodation was cozy. The accommodation was roomy. The restrooms are luxurious. The restrooms are well-stocked. The hotel had a limited selection of food items. This hotel offers some wonderful amenities. The amenities include flat-screen TVs. The amenities also include luxurious down-feather duvets.,0.3055555555555556
ref,train,14,The hotel is beautiful. The hotel is expensive. There are normally a lot of guests at the hotel. The hotel is popular. The rooms in the hotel are comfortable. The rooms in the hotel come equipped with a DVD player. The service was truly exceptional. The staff were always pleasant. The hotel did not provide much selection of food. The hotel did not provide anything that was really fresh. The hotel has signature peanut shells on the floor. The peanut shells on the floor are a slipping hazard. The toilets are around the corner. The toilets are below Singapore standards.,This was an excellent stay. The stay is suitable for both business and leisure. The hotel is located near Orchard Road shopping. The hotel offers a complimentary shuttle. The rooms here are truly outstanding. The rooms are meticulously cleaned. The rooms are quite roomy. The rooms are cozy. The rooms are extravagantly luxurious. Every employee was exceptional. They could not have been any better. All individuals were very meticulous in their approach. Even the taxi-hailer was very meticulous. The food choices for breakfast here are amazing. The breakfast is offered in a buffet-style. Everything was delicious. The afternoon tea was delightful. The small snacks were delightful. They were much appreciated. They were served in addition to something else. The hotel offers a gym. The hotel offers a swimming pool. The hotel offers complimentary Wi-Fi. Chilled water is available near the pool. Face cloths with ice cubes are available near the pool.,0.7435897435897436
ref,train,15,"This hotel gives a mix of luxury. This hotel gives an odd unsafe feeling. The location was fine. It is on the outskirts of downtown. It is close to everything you need. It is steps away from Eaton Centre, Yonge Street, and great shopping areas. The block surrounding it isn't ideal. However, this is in contrast to the previous statement or situation. The hotel staff provided local recommendations. The recommendations were great. The hotel staff was pleasant. The food here is okay. There are hot and cold options for breakfast buffet. It is worth checking restaurants across the road. This hotel provides many amazing additions. There is a nice swimming pool with hot tubs and locker room facilities. There is a beautiful rooftop space with plenty of seating. There is complementary internet access. The only downside is the expensive underground parking.","The hotel is exceptionally luxurious. The hotel has an air of regality. The hotel makes you feel like a king or queen. The room was of average size. There were some areas that were not very clean. The room had large, cozy beds. The room had a great flat-screen TV. In general, this is an excellent hotel. The only significant downside is that you have to pay a hefty fee for internet access. This is the norm for most costly hotels. It is sad.",0.5666666666666667
ref,train,16,The hotel was attractive. The hotel was clean. The hotel is situated next to the train station. The hotel is situated next to the fire department. The location can be noisy due to its proximity to the fire department. There are lots of bars nearby. The hotel rooms are clean and comfortable. The hotel rooms may be in need of a slight touch up and redecoration. The room had good disabled access. The bath had good disabled access. The hotel provides a free breakfast buffet in the morning. The hotel provides free hot drinks all day. The free breakfast buffet and free hot drinks are popular with families staying. The hotel is close to Rock Bottom Brewery. Rock Bottom Brewery serves really good food. The hotel can provide early check-in. Waiting later can be avoided. It was a nice gesture.,It is highly advised to travelers going to Chicago to stay at this hotel. The hotel is outstanding. The hotel cannot be surpassed. The hotel's spot is unbeatable. It is situated right next to the river. One great advantage of this hotel's convenient location is that it is close to downtown. You can take a pleasant stroll in downtown. The rooms had plenty of space. The rooms were somewhat dusty. The rooms were uncomfortably warm. The beds were satisfactory. The bathrooms were outstanding. Some of the cleaning personnel neglected to clean an area. The area ought to have been tidied up. The cost of a canned soda from the minibar in this hotel room was very pricey. The only parking option at the hotel is valet. Valet parking may be expensive. Using the internet comes with a high price tag.,0.5833333333333334
ref,train,17,The hotel has all the modern conveniences. The hotel is set out in a classical style. It's super easy to access the city centre from this hotel. This hotel is great for location. Some rooms at this hotel are very elegant and quiet. The beds in these rooms are comfortable. Some of these rooms even have a fireplace. The shower was great. The walls are really thin. The hotel provides car service. The hotel provided some great food. Every dish tasted great. The taps on the sinks were pretty tight. It is an older building. There seemed to be no soundproofing.,This is an excellent spot to stay for business. This is an attractive spot to stay for leisure. Every experience here has been consistently excellent. Every experience here has been consistently easy. The hotel is situated near the theatre district. There are eateries in the vicinity. It is conveniently located near Macy's. It is conveniently located near TJ Maxx. It is conveniently located near other shopping centers. It is conveniently located near a subway station for easy transportation. The hotel's rooms are incredibly pleasant. The rooms are definitely worth recommending. The hotel had only a single eatery. The hotel had a tiny bar. The options were restricted. A complimentary breakfast is available. The breakfast is not widely publicized. There is a fee for accessing the WiFi at the hotel. The gym facilities were not very good.,0.47058823529411764
ref,train,18,This is overall a really great hotel. The hotel is a bit pricey. Staying on the front of the hotel could be quite disturbing. The disturbance is due to the horns from the street. The location of this hotel is absolutely great and central. You can walk to many shops. You can walk to Gaudi's Casa Batllo. You can walk to la Pedrera. The metro station is really close. A standard room at this hotel is smaller than expected. Most of the space is taken by the huge but very comfortable bed inside. The bathrooms were outdated. The bathrooms need some updating. The room service was overpriced. The hotel's breakfast is not worth the money. The lifts were a bit inconvenient. There are only two of small and infrequent ones. Requesting the lifts takes a long time wait. The rooms facing courtyard at the back are quieter. The ones to the front are not as quiet.,"There are plenty of stores, restaurants, a beach, and a subway station nearby. It is quite a distance away from the authentic atmosphere of the area. The room was large. The room was not as depicted in the online description. The room had been tidied up. There was still a lingering odor. There were drug-related items left behind. The hotel personnel were courteous. The hotel personnel were helpful. One of the bellhops was able to demonstrate how to operate all of the modern amenities in the room. The modern amenities in the room can be operated by the bellhops. The breakfast was satisfactory. The coffee from the vending machine was quite unpleasant. This hotel offers complimentary WiFi. This hotel has an excellent gym. The pool didn't look the same as what was depicted in the photos. The pool was relatively smaller in size. The smaller size of the pool made it quite packed. The cost is justified.",0.717948717948718
ref,train,19,The hotel had a spa. The hotel had pools. The spa and pools made it a relaxing time during the stay. The hotel was clean. There were figures made of ice to see. The hotel is ideally located. The location allows for exploring local restaurants and bars in the area. The room was large. The room featured a flat-screen high-definition television. The hotel room was always very clean. Toiletries were always provided upon asking. The price of the food is quite off-putting. They could improve what they offer. Despite being fairly pricey. There were really stunning atria. There was various wildlife to see.,I had no problems while staying at this hotel. I highly suggest it to anyone. The hotel is conveniently located. It is located just 10 minutes away from Disney. It is located 20 minutes from Universal Studios. It is located 20 minutes from Seaworld. The hotel is nearby a variety of eateries. The hotel rooms are cozy. The hotel rooms are reasonably priced. The hotel rooms are not spacious enough to accommodate more than two people. The air conditioning is functioning optimally. The rooms are not always tidy. The bar at the hotel offers good prices. The bar at the hotel serves an excellent Long Island iced tea. A discrepancy exists between the website and the actual experience. The cost of booking in person was higher than what was advertised online. The barbecue area did not meet expectations. The lagoon area did not meet expectations.,0.6176470588235294
ref,dev,20,The hotel has conference rooms available. The conference rooms can be rented out for conferences and corporate events. The location of this hotel makes it easy to access restaurants. The location of this hotel makes it easy to access the river. The location of this hotel makes it easy to access shops. The rooms are a good size. The rooms are well decorated. The bathroom in the hotel was large. The bathroom in the hotel had a large bathtub. Small touches like a chocolate on the pillow are nice. The hotel has a roof terrace. The roof terrace is for drinks. The hotel is missing the availability of a pool. Unfortunately.,"The hotel is particularly unforgettable during a winter visit. The room was acceptable. The room was somewhat cramped, including the restroom. We upgraded our lodging to a suite. Everything was satisfactory. The room had a beautiful outlook. The room had contemporary decorations. The cost of the breakfast and dinners is quite high. The breakfast and dinners are both delicious. No coffee maker was provided free of charge. No coffee was provided free of charge. It is uncommon for a hotel to not provide coffee or a coffee maker for free. The toiletries were excellent. There was a problem with the toilet.",0.8214285714285714
ref,dev,21,"This is a hotel. The hotel is located in an excellent place. It is perfect to walk to the entertainment district. It is perfect to walk to pubs and restaurants. Rooms on the higher floors are excellent. They can provide a great view. The room itself is of a lovely quality. The room had a full kitchen, which is incredibly useful. The hotel offers a complimentary breakfast. The breakfast was really good.","This hotel is superb and truly remarkable. You would surely want to come back. The hotel is situated near attractions. The attractions include the CN Tower, the Hockey Hall of Fame, and the Rogers Centre. The deluxe room was rather cramped. The deluxe room had no view. The deluxe room was tidy. There was a great deal of clamor. The clamor was coming from the room. The cost of the hotel room includes breakfast. The breakfast is a bit pricey.",0.42857142857142855
ref,dev,22,"The hotel has a level of homely comfort. Sometimes, the hotel lacks small personal touches. The hotel is connected to a subway. The hotel sits above the Pacific Place shopping mall. It can take a while to travel to the business district. The rooms are really modern. The rooms are lacking in style. The rooms are lacking in space. The hotel has a cafe that provides lunch. The lunch was really expensive and equally as disappointing. You can get drinks from the bar that's in the foyer. The hotel had good facilities available. The facilities included a gym and a pool.",The hotel is located near the airport. The hotel is remarkably tranquil. The hotel was honored for being the top airport hotel. You will likely be eager to revisit this hotel. This hotel is extraordinary. This hotel is perfect for travelers who are flying in or out. It is conveniently close to the airport. It is a great choice for those needing to catch an early flight. The hotel rooms were expansive and roomy. Some of the electrical appliances in the room were not working. The spread at the breakfast buffet was excellent. The handling of the luggage was done excellently. The check-in process was incredibly efficient.,0.7307692307692307
ref,dev,23,"The hotel was clean. The hotel was reasonably priced. The hotel needs a makeover. The hotel would improve if some of the charges were lowered. This hotel is located in a really great area. It is a really handy walk to the shopping area and restaurants. There is a convention centre nearby. The rooms are spacious. The rooms are flawlessly clean. Everything you could possibly need is available in the rooms. The bed was unbelievably comfortable. The bed provided a great night's sleep. The hotel is a little bit outdated. The hotel is in need of a bit of an upgrade. The hotel had an expensive breakfast. Overall, the food is great. The pool at the hotel is open for a good amount of time for guests. There is parking available. The parking is a bit expensive. The hotel can help out with the parking.",This hotel surpasses all other hotels in the city. It is an ideal destination. You will want to return to it time and again. The personnel have a professional demeanor. It is a newly opened facility. Some of the employees need a bit more time to grow. The staff gave us a free round of drinks. We were given a free round of drinks despite something (unknown). The hotel offers a tasty breakfast. The hotel offers a selection of hors d'oeuvres in the afternoon. The staff offered a free round of drinks. The free round of drinks was offered as a way to apologize. The hotel was a great deal. The hotel surpassed the expectations advertised on the website.,0.5294117647058824
ref,dev,24,"This hotel is greatly loved. The hotel is well kept. The hotel is comfortable. Everything you could need in terms of shops and restaurants are really close to this hotel. This hotel is superbly located. There are plenty of attractions. The attractions include a theatre and cathedral. The theatre and cathedral are just around the corner. The view from the luxurious room was really nice. The view was overlooking the courtyard. The view was nice when it was sunny. Rooms can accommodate four people. The rooms are comfortable. The rooms are really clean. Additionally, the rooms can accommodate four people while still being comfortable and really clean. The doorman was always at the entrance of the hotel to greet guests. The great staff were very welcoming. There was a buffet for breakfast. The food provided was great-tasting. There is a great outdoor dining area. It was well-suited for eating lunch. Additionally, it is available. There were toiletries available at this hotel. The toiletries were great. The price was really reasonable. The hotel is comfortable and elegant.",The hotel has high standards. The hotel offers a pleasant and enjoyable experience. The hotel is not too expensive. The bathtub in the room took an inordinate amount of time to empty. There is only the capacity for one computer to be connected to the internet in each room. The hotel's breakfast choices were excellent. The bar had a great selection too. Rooms located on the executive level come with a free breakfast. Light snacks and appetizers are available for a small charge.,0.11428571428571428
ref,dev,25,"The hotel is great. The hotel provides a safe place to stay. It is a favourite. It is a favourite with guests. The hotel is close to the metro line. The hotel is close to Rembrandt Square. The hotel is away from the louder tourist areas. The room was quite small at this hotel. The room was quite modern and clean. Everything was wheelchair-accessible, which was fantastic. There was no shower curtain. The bathroom floor was somewhat wet. The staff was at the front desk. The staff was unhelpful to guests. The hotel provides a fantastic selection of food. The food is available in their seafood bistro. The WiFi is in the hotel lobby. The WiFi is very slow. The carpet was dirty. The exterior of the hotel is noisy and overcrowded.",The cost of the hotel was rather high. It was absolutely worth the expenditure. No issues. The room had a wonderful outlook. The room faced the canal. The room provided complimentary wireless internet access. The wireless internet access was extremely useful. The rooms are impressive. The rooms are luxurious. The rooms have tasteful decor. The personnel were delightful. The personnel had an amiable yet professional demeanor. They were obviously extremely well-informed. That was simply magnificent. The hotel gave complimentary internet access. The hotel made a printer available if required.,0.5833333333333334
ref,dev,26,This is a hotel. It is a great hotel. It is a little hotel. It isn't a full-on resort. It was nice all the same. There are many things to do. The things to do are within walking distance. The hotel rooms are smaller. The hotel rooms are clean. The hotel rooms are furnished well with antiques for some charm. The breakfast was at the hotel. The breakfast was adequate. The coffee was great. Some items were missing. There was a run-down feel here. The carpeting did not help. The atmosphere was worn-down. The elevators weren't that big. A surfboard could not even fit in it.,I had an amazing experience at this hotel. I will definitely be returning. This place can be hectic at times. It doesn't appear to be hectic. The hotel rooms were opulent. The walls were quite thin. The hotel is in close proximity to several eateries. The eateries offer a diverse selection of cuisine. Staying at this hotel was fantastic. The wonderful pool was a highlight of the stay. It is wise to secure a sun lounger early. This is not a major issue.,0.6774193548387096
ref,dev,27,The hotel is tranquil. The hotel is clean. The hotel is an enjoyable place to stay whilst in Rome. The hotel is close to a number of local restaurants. The hotel is close to the busier areas of Rome. The rooms in the hotel are adequate. The bathrooms are spacious. The staff leave a chocolate on the beds. The chocolate is left each night. The chocolate is for their guests. The buffet breakfast was very good. The hotel's corridors were quite plain. The corridors could benefit from some decoration. The free Wi-Fi worked well. The Bulgari toiletries smelled lovely.,The hospitality provided by this hotel was incredibly welcoming. The hospitality made the stay enjoyable. I have no complaints. I highly recommend this place. This hotel is conveniently located. Its location alone makes it an ideal choice. It is not a long walk to reach historical sites. There are food and beverage options within 50 metres. It is close to a river. The rooms are full of charm. The rooms have a delightful old-fashioned look and feel to them. The bed was of a generous size. This was a positive. A lot of the personnel were able to give comprehensive insights into the city. A lot of the personnel were able to give suggestions for activities and places to go. The hotel offered a satisfactory breakfast. The coffee was outstanding. The rooftop garden is truly remarkable. The pictures on the website did not fully depict its beauty.,0.5294117647058824
ref,dev,28,The hotel provided a great stay. The hotel is really recommended. The hotel is located close to Giotto's Campanile. The rooms in this hotel are really great. The rooms in this hotel are quite spacious. There was outside noise. The noise came from the bells in the morning. It was difficult to navigate the hotel. The difficulty was due to the floor layout.,The hotel is worth coming back to. The street is small. It is very tranquil on the street. There is a hop-on hop-off tourist bus close to the accommodation. It makes it easy to explore the area. This is advantageous. The accommodations in the hotel are neat and unassuming. There is a scenic overlook of the rooftops. The continental breakfast was quite impressive. The continental breakfast was very delicious.,0.5263157894736842
ref,dev,29,This is a great place for a short stay. It will likely make you want to come back again. The hotel isn't centrally located. The area is quite safe. The location is pretty good. The rooms are in the hotel. The rooms are modern. Some of the hotel's staff seemed disinterested. There was an incident at the hotel. The staff did not help with the incident. You can get a complimentary coffee from the barista. It is worth mentioning. There is a coffee machine supplied here. The coffee machine is fine. The parking is available at the hotel. The cost of parking is 12 a night.,The hotel provided its guests with a sense of safety. The hotel provided its guests with a sense of ease. This hotel provides easy access to all the attractions in the city. It is an ideal base for sightseeing. There are many places you can get to. You can get to them on foot. The hotel had enough rooms. The rooms were equipped with air conditioning. The rooms had internet access. The personnel of this accommodation facility gave permission. A telephone call to the United States was made. The call was made using the hotel's phones. The complimentary breakfast buffet supplied by the hotel was satisfactory overall. The eatery was a bit lacking. The warmth of the room made it difficult to fall asleep. The cost of a short phone call was very high.,0.5625
