Summary1,Sentence2,Summary1_entity,Sent2_entity,Sample,1_2_neut,1_2_cont,1_2_ent,1_2_Label,Type
"

This hotel may be relatively inexpensive compared to hotels downtown Toronto, however, its price is still high compared to the rest of the city. It is convenient, being located near the train station, the Rogers Centre, the Air Canada Centre, the Hockey Hall of Fame, the CN Tower, and the main railway station - all within walking distance. However, the rooms are quite cramped and don't offer much storage space, the showers have only lukewarm water, and the staff provided no assistance. Parking is also costly, at $15 a","The hotel is conveniently located near both the Rogers Centre and the CN Tower, making it perfect for walking around.",b,a,21,0.22588708996772766,0.005920486990362406,0.7681924104690552,ENTAILMENT,gen
"

This hotel may be relatively inexpensive compared to hotels downtown Toronto, however, its price is still high compared to the rest of the city. It is convenient, being located near the train station, the Rogers Centre, the Air Canada Centre, the Hockey Hall of Fame, the CN Tower, and the main railway station - all within walking distance. However, the rooms are quite cramped and don't offer much storage space, the showers have only lukewarm water, and the staff provided no assistance. Parking is also costly, at $15 a","The rooms were brand new and immaculately clean, and also had a full kitchen which was very modern.",b,a,21,0.012116455473005772,0.9868841171264648,0.0009994206484407187,CONTRADICTION,gen
"

This hotel may be relatively inexpensive compared to hotels downtown Toronto, however, its price is still high compared to the rest of the city. It is convenient, being located near the train station, the Rogers Centre, the Air Canada Centre, the Hockey Hall of Fame, the CN Tower, and the main railway station - all within walking distance. However, the rooms are quite cramped and don't offer much storage space, the showers have only lukewarm water, and the staff provided no assistance. Parking is also costly, at $15 a","The staff was pleasent and accommodating, especially Kemika at the valet who always provided a delightful breakfast.",b,a,21,0.007661769632250071,0.991283655166626,0.0010545433033257723,CONTRADICTION,gen
"

This hotel may be relatively inexpensive compared to hotels downtown Toronto, however, its price is still high compared to the rest of the city. It is convenient, being located near the train station, the Rogers Centre, the Air Canada Centre, the Hockey Hall of Fame, the CN Tower, and the main railway station - all within walking distance. However, the rooms are quite cramped and don't offer much storage space, the showers have only lukewarm water, and the staff provided no assistance. Parking is also costly, at $15 a","Although the parking fee was slightly irritating, the benefits outweighed it seeing as how you get a fully furnished hotel plus a complimentary breakfast.",b,a,21,0.9102653861045837,0.07283387333154678,0.01690080761909485,NEUTRAL,gen
"

The hotel's spot is fantastic and it is only a short stroll away from the train station and the Rogers","

Staying in the Residence Inn Toronto is an excellent experience and very different from taking kids out to eat.",comm,a,21,0.9937819838523865,0.0014902036637067795,0.004727809689939022,NEUTRAL,gen
"

The hotel's spot is fantastic and it is only a short stroll away from the train station and the Rogers","The hotel is conveniently located near both the Rogers Centre and the CN Tower, making it perfect for walking around.",comm,a,21,0.765607476234436,0.005907619372010231,0.22848491370677948,NEUTRAL,gen
"

The hotel's spot is fantastic and it is only a short stroll away from the train station and the Rogers","The rooms were brand new and immaculately clean, and also had a full kitchen which was very modern.",comm,a,21,0.9940274953842163,0.0024569553788751364,0.0035155515652149916,NEUTRAL,gen
"

The hotel's spot is fantastic and it is only a short stroll away from the train station and the Rogers","The staff was pleasent and accommodating, especially Kemika at the valet who always provided a delightful breakfast.",comm,a,21,0.981468141078949,0.003338955109938979,0.015192884020507336,NEUTRAL,gen
"

The hotel's spot is fantastic and it is only a short stroll away from the train station and the Rogers","Although the parking fee was slightly irritating, the benefits outweighed it seeing as how you get a fully furnished hotel plus a complimentary breakfast.",comm,a,21,0.9919318556785583,0.00496617890894413,0.0031019931193441153,NEUTRAL,gen
"

Staying in the Residence Inn Toronto is an excellent experience and very different from taking kids out to eat. The hotel is conveniently located near both the Rogers Centre and the CN Tower, making it perfect for walking around. The rooms were brand new and immaculately clean, and also had a full kitchen which was very modern. The staff was pleasent and accommodating, especially Kemika at the valet who always provided a delightful breakfast. Although the parking fee was slightly irritating, the benefits outweighed it seeing as how you get a fully furnished hotel plus a complimentary breakfast.","

This hotel may be relatively inexpensive compared to hotels downtown Toronto, however, its price is still high compared to the rest of the city.",a,b,21,0.865619957447052,0.13023553788661957,0.004144472535699606,NEUTRAL,gen
"

Staying in the Residence Inn Toronto is an excellent experience and very different from taking kids out to eat. The hotel is conveniently located near both the Rogers Centre and the CN Tower, making it perfect for walking around. The rooms were brand new and immaculately clean, and also had a full kitchen which was very modern. The staff was pleasent and accommodating, especially Kemika at the valet who always provided a delightful breakfast. Although the parking fee was slightly irritating, the benefits outweighed it seeing as how you get a fully furnished hotel plus a complimentary breakfast.","It is convenient, being located near the train station, the Rogers Centre, the Air Canada Centre, the Hockey Hall of Fame, the CN Tower, and the main railway station - all within walking distance.",a,b,21,0.5168594717979431,0.008943941444158554,0.47419658303260803,NEUTRAL,gen
"

Staying in the Residence Inn Toronto is an excellent experience and very different from taking kids out to eat. The hotel is conveniently located near both the Rogers Centre and the CN Tower, making it perfect for walking around. The rooms were brand new and immaculately clean, and also had a full kitchen which was very modern. The staff was pleasent and accommodating, especially Kemika at the valet who always provided a delightful breakfast. Although the parking fee was slightly irritating, the benefits outweighed it seeing as how you get a fully furnished hotel plus a complimentary breakfast.","However, the rooms are quite cramped and don't offer much storage space, the showers have only lukewarm water, and the staff provided no assistance.",a,b,21,0.006751584820449352,0.9927064776420593,0.000541884801350534,CONTRADICTION,gen
"

Staying in the Residence Inn Toronto is an excellent experience and very different from taking kids out to eat. The hotel is conveniently located near both the Rogers Centre and the CN Tower, making it perfect for walking around. The rooms were brand new and immaculately clean, and also had a full kitchen which was very modern. The staff was pleasent and accommodating, especially Kemika at the valet who always provided a delightful breakfast. Although the parking fee was slightly irritating, the benefits outweighed it seeing as how you get a fully furnished hotel plus a complimentary breakfast.","Parking is also costly, at $15 a",a,b,21,0.5189310908317566,0.4146488308906555,0.06642001122236252,NEUTRAL,gen
"

The hotel's spot is fantastic and it is only a short stroll away from the train station and the Rogers","

This hotel may be relatively inexpensive compared to hotels downtown Toronto, however, its price is still high compared to the rest of the city.",comm,b,21,0.9946816563606262,0.004163246136158705,0.0011550072813406587,NEUTRAL,gen
"

The hotel's spot is fantastic and it is only a short stroll away from the train station and the Rogers","It is convenient, being located near the train station, the Rogers Centre, the Air Canada Centre, the Hockey Hall of Fame, the CN Tower, and the main railway station - all within walking distance.",comm,b,21,0.8075109124183655,0.01180372666567564,0.1806853711605072,NEUTRAL,gen
"

The hotel's spot is fantastic and it is only a short stroll away from the train station and the Rogers","However, the rooms are quite cramped and don't offer much storage space, the showers have only lukewarm water, and the staff provided no assistance.",comm,b,21,0.9248290061950684,0.07111548632383347,0.00405543390661478,NEUTRAL,gen
"

The hotel's spot is fantastic and it is only a short stroll away from the train station and the Rogers","Parking is also costly, at $15 a",comm,b,21,0.988226592540741,0.009982390329241753,0.0017909554298967123,NEUTRAL,gen
"

Staying in the Residence Inn Toronto is an excellent experience and very different from taking kids out to eat. The hotel is conveniently located near both the Rogers Centre and the CN Tower, making it perfect for walking around. The rooms were brand new and immaculately clean, and also had a full kitchen which was very modern. The staff was pleasent and accommodating, especially Kemika at the valet who always provided a delightful breakfast. Although the parking fee was slightly irritating, the benefits outweighed it seeing as how you get a fully furnished hotel plus a complimentary breakfast.","

The hotel's spot is fantastic and it is only a short stroll away from the train station and the Rogers",a,comm,21,0.779582679271698,0.0035498093347996473,0.21686753630638123,NEUTRAL,gen
"

This hotel may be relatively inexpensive compared to hotels downtown Toronto, however, its price is still high compared to the rest of the city. It is convenient, being located near the train station, the Rogers Centre, the Air Canada Centre, the Hockey Hall of Fame, the CN Tower, and the main railway station - all within walking distance. However, the rooms are quite cramped and don't offer much storage space, the showers have only lukewarm water, and the staff provided no assistance. Parking is also costly, at $15 a","

The hotel's spot is fantastic and it is only a short stroll away from the train station and the Rogers",b,comm,21,0.2706473469734192,0.13966377079486847,0.5896888971328735,ENTAILMENT,gen
"

This hotel is an ideal spot to stay between the airport and hotel in Hong Kong, even in the midst of torrential rainfall. The hotel is linked to the airport through an enclosed overpass. While the room was spacious and comfy, the shower faucets were faulty and adjusting the temperature was difficult. The employees at the hotel were exceedingly friendly and accommodating. The buffet breakfast was delicious. This hotel also boasts a selection of eateries, pubs, and a short distance from downtown Hong Kong.","

This hotel definitely lives up to its acclaim and is worth a visit.",b,a,22,0.512811005115509,0.3953498601913452,0.09183917194604874,NEUTRAL,gen
"

This hotel is an ideal spot to stay between the airport and hotel in Hong Kong, even in the midst of torrential rainfall. The hotel is linked to the airport through an enclosed overpass. While the room was spacious and comfy, the shower faucets were faulty and adjusting the temperature was difficult. The employees at the hotel were exceedingly friendly and accommodating. The buffet breakfast was delicious. This hotel also boasts a selection of eateries, pubs, and a short distance from downtown Hong Kong.","It boasts large, spotless rooms with all the amenities you could ask for.",b,a,22,0.3337973654270172,0.658012330532074,0.00819037202745676,CONTRADICTION,gen
"

This hotel is an ideal spot to stay between the airport and hotel in Hong Kong, even in the midst of torrential rainfall. The hotel is linked to the airport through an enclosed overpass. While the room was spacious and comfy, the shower faucets were faulty and adjusting the temperature was difficult. The employees at the hotel were exceedingly friendly and accommodating. The buffet breakfast was delicious. This hotel also boasts a selection of eateries, pubs, and a short distance from downtown Hong Kong.","Moreover, the warm reception extended to visitors is truly something special.",b,a,22,0.9661639332771301,0.01901833713054657,0.014817734248936176,NEUTRAL,gen
"

This hotel is an ideal spot to stay between the airport and hotel in Hong Kong, even in the midst of torrential rainfall. The hotel is linked to the airport through an enclosed overpass. While the room was spacious and comfy, the shower faucets were faulty and adjusting the temperature was difficult. The employees at the hotel were exceedingly friendly and accommodating. The buffet breakfast was delicious. This hotel also boasts a selection of eateries, pubs, and a short distance from downtown Hong Kong.",One of the advantages of staying here is its convenience to the underground metro through a large shopping centre and park.,b,a,22,0.9445035457611084,0.05004359409213066,0.005452948622405529,NEUTRAL,gen
"

This hotel is an ideal spot to stay between the airport and hotel in Hong Kong, even in the midst of torrential rainfall. The hotel is linked to the airport through an enclosed overpass. While the room was spacious and comfy, the shower faucets were faulty and adjusting the temperature was difficult. The employees at the hotel were exceedingly friendly and accommodating. The buffet breakfast was delicious. This hotel also boasts a selection of eateries, pubs, and a short distance from downtown Hong Kong.",You can shop during your stay without having to worry about carrying heavy items.,b,a,22,0.9558108448982239,0.04179716855287552,0.0023919278755784035,NEUTRAL,gen
"

This hotel is an ideal spot to stay between the airport and hotel in Hong Kong, even in the midst of torrential rainfall. The hotel is linked to the airport through an enclosed overpass. While the room was spacious and comfy, the shower faucets were faulty and adjusting the temperature was difficult. The employees at the hotel were exceedingly friendly and accommodating. The buffet breakfast was delicious. This hotel also boasts a selection of eateries, pubs, and a short distance from downtown Hong Kong.","To top it all off, the swimming pool is an amazing place to relax.",b,a,22,0.938051700592041,0.059383828192949295,0.0025644649285823107,NEUTRAL,gen
"

The personnel at the hotel are quite hospitable and the accommodation is well-maintained. This is a","

This hotel definitely lives up to its acclaim and is worth a visit.",comm,a,22,0.8250528573989868,0.002957600634545088,0.17198950052261353,NEUTRAL,gen
"

The personnel at the hotel are quite hospitable and the accommodation is well-maintained. This is a","It boasts large, spotless rooms with all the amenities you could ask for.",comm,a,22,0.9900054335594177,0.0011605990584939718,0.008834022097289562,NEUTRAL,gen
"

The personnel at the hotel are quite hospitable and the accommodation is well-maintained. This is a","Moreover, the warm reception extended to visitors is truly something special.",comm,a,22,0.9420480132102966,0.0010563882533460855,0.056895602494478226,NEUTRAL,gen
"

The personnel at the hotel are quite hospitable and the accommodation is well-maintained. This is a",One of the advantages of staying here is its convenience to the underground metro through a large shopping centre and park.,comm,a,22,0.9908396601676941,0.0020542247220873833,0.007106127217411995,NEUTRAL,gen
"

The personnel at the hotel are quite hospitable and the accommodation is well-maintained. This is a",You can shop during your stay without having to worry about carrying heavy items.,comm,a,22,0.9831521511077881,0.004980918951332569,0.01186691876500845,NEUTRAL,gen
"

The personnel at the hotel are quite hospitable and the accommodation is well-maintained. This is a","To top it all off, the swimming pool is an amazing place to relax.",comm,a,22,0.9970863461494446,0.001450070645660162,0.0014635261613875628,NEUTRAL,gen
"

This hotel definitely lives up to its acclaim and is worth a visit. It boasts large, spotless rooms with all the amenities you could ask for. Moreover, the warm reception extended to visitors is truly something special. One of the advantages of staying here is its convenience to the underground metro through a large shopping centre and park. You can shop during your stay without having to worry about carrying heavy items. To top it all off, the swimming pool is an amazing place to relax.","

This hotel is an ideal spot to stay between the airport and hotel in Hong Kong, even in the midst of torrential rainfall.",a,b,22,0.871139645576477,0.008572711609303951,0.12028758972883224,NEUTRAL,gen
"

This hotel definitely lives up to its acclaim and is worth a visit. It boasts large, spotless rooms with all the amenities you could ask for. Moreover, the warm reception extended to visitors is truly something special. One of the advantages of staying here is its convenience to the underground metro through a large shopping centre and park. You can shop during your stay without having to worry about carrying heavy items. To top it all off, the swimming pool is an amazing place to relax.",The hotel is linked to the airport through an enclosed overpass.,a,b,22,0.7398328185081482,0.24281294643878937,0.017354197800159454,NEUTRAL,gen
"

This hotel definitely lives up to its acclaim and is worth a visit. It boasts large, spotless rooms with all the amenities you could ask for. Moreover, the warm reception extended to visitors is truly something special. One of the advantages of staying here is its convenience to the underground metro through a large shopping centre and park. You can shop during your stay without having to worry about carrying heavy items. To top it all off, the swimming pool is an amazing place to relax.","While the room was spacious and comfy, the shower faucets were faulty and adjusting the temperature was difficult.",a,b,22,0.20278728008270264,0.7918184399604797,0.0053942021913826466,CONTRADICTION,gen
"

This hotel definitely lives up to its acclaim and is worth a visit. It boasts large, spotless rooms with all the amenities you could ask for. Moreover, the warm reception extended to visitors is truly something special. One of the advantages of staying here is its convenience to the underground metro through a large shopping centre and park. You can shop during your stay without having to worry about carrying heavy items. To top it all off, the swimming pool is an amazing place to relax.",The employees at the hotel were exceedingly friendly and accommodating.,a,b,22,0.9385160207748413,0.0013043286744505167,0.0601796954870224,NEUTRAL,gen
"

This hotel definitely lives up to its acclaim and is worth a visit. It boasts large, spotless rooms with all the amenities you could ask for. Moreover, the warm reception extended to visitors is truly something special. One of the advantages of staying here is its convenience to the underground metro through a large shopping centre and park. You can shop during your stay without having to worry about carrying heavy items. To top it all off, the swimming pool is an amazing place to relax.",The buffet breakfast was delicious.,a,b,22,0.9872754216194153,0.005143258720636368,0.00758126936852932,NEUTRAL,gen
"

This hotel definitely lives up to its acclaim and is worth a visit. It boasts large, spotless rooms with all the amenities you could ask for. Moreover, the warm reception extended to visitors is truly something special. One of the advantages of staying here is its convenience to the underground metro through a large shopping centre and park. You can shop during your stay without having to worry about carrying heavy items. To top it all off, the swimming pool is an amazing place to relax.","This hotel also boasts a selection of eateries, pubs, and a short distance from downtown Hong Kong.",a,b,22,0.9699336290359497,0.009080869145691395,0.020985469222068787,NEUTRAL,gen
"

The personnel at the hotel are quite hospitable and the accommodation is well-maintained. This is a","

This hotel is an ideal spot to stay between the airport and hotel in Hong Kong, even in the midst of torrential rainfall.",comm,b,22,0.9976957440376282,0.0009986975928768516,0.0013055866584181786,NEUTRAL,gen
"

The personnel at the hotel are quite hospitable and the accommodation is well-maintained. This is a",The hotel is linked to the airport through an enclosed overpass.,comm,b,22,0.9967535138130188,0.0016410561511293054,0.001605461584404111,NEUTRAL,gen
"

The personnel at the hotel are quite hospitable and the accommodation is well-maintained. This is a","While the room was spacious and comfy, the shower faucets were faulty and adjusting the temperature was difficult.",comm,b,22,0.3723568320274353,0.6250092387199402,0.002633997704833746,CONTRADICTION,gen
"

The personnel at the hotel are quite hospitable and the accommodation is well-maintained. This is a",The employees at the hotel were exceedingly friendly and accommodating.,comm,b,22,0.19225993752479553,0.001350964535959065,0.8063890933990479,ENTAILMENT,gen
"

The personnel at the hotel are quite hospitable and the accommodation is well-maintained. This is a",The buffet breakfast was delicious.,comm,b,22,0.9960184693336487,0.0020274496637284756,0.0019541296642273664,NEUTRAL,gen
"

The personnel at the hotel are quite hospitable and the accommodation is well-maintained. This is a","This hotel also boasts a selection of eateries, pubs, and a short distance from downtown Hong Kong.",comm,b,22,0.9968286156654358,0.0014953063800930977,0.0016760696889832616,NEUTRAL,gen
"

This hotel definitely lives up to its acclaim and is worth a visit. It boasts large, spotless rooms with all the amenities you could ask for. Moreover, the warm reception extended to visitors is truly something special. One of the advantages of staying here is its convenience to the underground metro through a large shopping centre and park. You can shop during your stay without having to worry about carrying heavy items. To top it all off, the swimming pool is an amazing place to relax.","

The personnel at the hotel are quite hospitable and the accommodation is well-maintained.",a,comm,22,0.36622676253318787,0.001212247763760388,0.6325610280036926,ENTAILMENT,gen
"

This hotel definitely lives up to its acclaim and is worth a visit. It boasts large, spotless rooms with all the amenities you could ask for. Moreover, the warm reception extended to visitors is truly something special. One of the advantages of staying here is its convenience to the underground metro through a large shopping centre and park. You can shop during your stay without having to worry about carrying heavy items. To top it all off, the swimming pool is an amazing place to relax.",This is a,a,comm,22,0.2633804678916931,0.08186095952987671,0.6547585725784302,ENTAILMENT,gen
"

This hotel is an ideal spot to stay between the airport and hotel in Hong Kong, even in the midst of torrential rainfall. The hotel is linked to the airport through an enclosed overpass. While the room was spacious and comfy, the shower faucets were faulty and adjusting the temperature was difficult. The employees at the hotel were exceedingly friendly and accommodating. The buffet breakfast was delicious. This hotel also boasts a selection of eateries, pubs, and a short distance from downtown Hong Kong.","

The personnel at the hotel are quite hospitable and the accommodation is well-maintained.",b,comm,22,0.1948806345462799,0.1792990118265152,0.6258203387260437,ENTAILMENT,gen
"

This hotel is an ideal spot to stay between the airport and hotel in Hong Kong, even in the midst of torrential rainfall. The hotel is linked to the airport through an enclosed overpass. While the room was spacious and comfy, the shower faucets were faulty and adjusting the temperature was difficult. The employees at the hotel were exceedingly friendly and accommodating. The buffet breakfast was delicious. This hotel also boasts a selection of eateries, pubs, and a short distance from downtown Hong Kong.",This is a,b,comm,22,0.4093113839626312,0.18131506443023682,0.40937355160713196,ENTAILMENT,gen
