Sentence1,Sentence2,Sent1_entity,Sent2_entity,Sample,1_2_neut,1_2_cont,1_2_ent,1_2_Label,2_1_neut,2_1_cont,2_1_ent,2_1_Label,Type
This is an all suite hotel.,The hot tub is also worth checking out.,a,b,0,0.9977706670761108,0.000497571483720094,0.0017318640602752566,neutral,0.9086645245552063,0.0829327180981636,0.008402855135500431,neutral,ref
The hotel is flawless.,It was overpriced at this hotel.,a,b,0,0.5424656867980957,0.4502319097518921,0.007302364334464073,neutral,0.022528527304530144,0.9768208265304565,0.0006506405770778656,contradiction,ref
The hotel is flawless.,The cleaning standards were only okay.,a,b,0,0.749413788318634,0.24102085828781128,0.009565440937876701,neutral,0.012777154333889484,0.9869569540023804,0.0002659157617017627,contradiction,ref
The hotel is flawless.,This hotel isn't in a great location.,a,b,0,0.27660849690437317,0.7218557000160217,0.0015358132077381015,contradiction,0.002286258852109313,0.9976069927215576,0.00010674676741473377,contradiction,ref
The hotel is flawless.,It is outside of the old town.,a,b,0,0.9902712106704712,0.0025750058703124523,0.007153742481023073,neutral,0.9852206707000732,0.008002555929124355,0.00677687069401145,neutral,ref
The hotel is flawless.,Some good attractions are located in the old town.,a,b,0,0.9920054078102112,0.0026934207417070866,0.005301250610500574,neutral,0.8658028244972229,0.12561963498592377,0.008577544242143631,neutral,ref
The hotel is flawless.,It is somewhat nice to be away from the main strip.,a,b,0,0.9911066889762878,0.004858179017901421,0.004035158548504114,neutral,0.9515151381492615,0.041828952729701996,0.006655937060713768,neutral,ref
The hotel is flawless.,It could have been closer to the main attractions.,a,b,0,0.9984264373779297,0.0012609048280864954,0.0003126306110061705,neutral,0.20112571120262146,0.796474814414978,0.0023994683288037777,contradiction,ref
The hotel is flawless.,Some of the staff were rude.,a,b,0,0.7096205949783325,0.28888776898384094,0.0014916638610884547,neutral,0.0065513066947460175,0.9932360053062439,0.0002126881736330688,contradiction,ref
The hotel is flawless.,Some of the staff were unhelpful.,a,b,0,0.7966947555541992,0.20065739750862122,0.0026478394865989685,neutral,0.009576465003192425,0.9901807308197021,0.00024285781546495855,contradiction,ref
The hotel is flawless.,You can eat your breakfast at the outside restaurant when staying at this hotel.,a,b,0,0.9780762791633606,0.0009749197051860392,0.02094876952469349,neutral,0.971792459487915,0.013373148627579212,0.014834375120699406,neutral,ref
The hotel is flawless.,Eating at the outside restaurant is really enjoyable.,a,b,0,0.9942019581794739,0.0009029574575833976,0.0048950728960335255,neutral,0.937273383140564,0.03761428967118263,0.02511240355670452,neutral,ref
The hotel is flawless.,This is a great stay.,a,b,0,0.7908341288566589,0.0015578893944621086,0.2076079249382019,neutral,0.9864787459373474,0.0008585568284615874,0.0126626743003726,neutral,ref
The hotel is flawless.,You can ask for a reduced rate.,a,b,0,0.9950957894325256,0.0019934815354645252,0.0029107523150742054,neutral,0.9805280566215515,0.009918265976011753,0.009553664363920689,neutral,ref
The hotel is flawless.,The reduced rate is available for Florida residents.,a,b,0,0.9951325058937073,0.0021282206289470196,0.0027392348274588585,neutral,0.9841842651367188,0.009936277754604816,0.005879405420273542,neutral,ref
The hotel is flawless.,The pool is really worth checking out.,a,b,0,0.9949276447296143,0.0006370065966621041,0.004435394424945116,neutral,0.9279852509498596,0.04822447896003723,0.023790212348103523,neutral,ref
The hotel is flawless.,The hot tub is also worth checking out.,a,b,0,0.9981281161308289,0.0003089234232902527,0.0015630548587068915,neutral,0.9292174577713013,0.044238362461328506,0.0265442356467247,neutral,ref
"Around the holidays season, the hotel was well decorated for X-mas.",It was overpriced at this hotel.,a,b,0,0.9629918932914734,0.03087593987584114,0.0061321440152823925,neutral,0.9846634864807129,0.013635600917041302,0.0017009311122819781,neutral,ref
"Around the holidays season, the hotel was well decorated for X-mas.",The cleaning standards were only okay.,a,b,0,0.9542657732963562,0.02902010641992092,0.01671418733894825,neutral,0.9892804026603699,0.008149406872689724,0.0025701771955937147,neutral,ref
"Around the holidays season, the hotel was well decorated for X-mas.",This hotel isn't in a great location.,a,b,0,0.8867488503456116,0.10992832481861115,0.0033228923566639423,neutral,0.9696975350379944,0.02832016535103321,0.001982273068279028,neutral,ref
"Around the holidays season, the hotel was well decorated for X-mas.",It is outside of the old town.,a,b,0,0.9727417826652527,0.017127253115177155,0.010130987502634525,neutral,0.9827914834022522,0.004409363493323326,0.01279920432716608,neutral,ref
"Around the holidays season, the hotel was well decorated for X-mas.",Some good attractions are located in the old town.,a,b,0,0.9803696274757385,0.00636815931648016,0.013262190856039524,neutral,0.9809405207633972,0.008519583381712437,0.010539925657212734,neutral,ref
"Around the holidays season, the hotel was well decorated for X-mas.",It is somewhat nice to be away from the main strip.,a,b,0,0.9837244749069214,0.009748931974172592,0.006526566576212645,neutral,0.9870004653930664,0.007003374397754669,0.00599620770663023,neutral,ref
"Around the holidays season, the hotel was well decorated for X-mas.",It could have been closer to the main attractions.,a,b,0,0.993438184261322,0.0044884635135531425,0.002073268173262477,neutral,0.98639315366745,0.0071339113637804985,0.006472994107753038,neutral,ref
"Around the holidays season, the hotel was well decorated for X-mas.",Some of the staff were rude.,a,b,0,0.9647791385650635,0.034332357347011566,0.0008884927374310791,neutral,0.9469773769378662,0.04865366593003273,0.004368865862488747,neutral,ref
"Around the holidays season, the hotel was well decorated for X-mas.",Some of the staff were unhelpful.,a,b,0,0.9595091938972473,0.03892555460333824,0.0015651549911126494,neutral,0.9382120966911316,0.05783374235033989,0.003954137209802866,neutral,ref
"Around the holidays season, the hotel was well decorated for X-mas.",You can eat your breakfast at the outside restaurant when staying at this hotel.,a,b,0,0.9860306978225708,0.00569855235517025,0.008270768448710442,neutral,0.992782473564148,0.003633315907791257,0.0035841558128595352,neutral,ref
"Around the holidays season, the hotel was well decorated for X-mas.",Eating at the outside restaurant is really enjoyable.,a,b,0,0.9869990944862366,0.008732527494430542,0.004268310964107513,neutral,0.9869365096092224,0.005079032387584448,0.007984425872564316,neutral,ref
"Around the holidays season, the hotel was well decorated for X-mas.",This is a great stay.,a,b,0,0.9671867489814758,0.003721302142366767,0.02909185364842415,neutral,0.9943853616714478,0.0007612373447045684,0.0048534017987549305,neutral,ref
"Around the holidays season, the hotel was well decorated for X-mas.",You can ask for a reduced rate.,a,b,0,0.9818962812423706,0.009893011301755905,0.00821069534868002,neutral,0.9903450608253479,0.002741758245974779,0.006913116201758385,neutral,ref
"Around the holidays season, the hotel was well decorated for X-mas.",The reduced rate is available for Florida residents.,a,b,0,0.9933235049247742,0.0038057102356106043,0.002870796248316765,neutral,0.9872097969055176,0.0037174103781580925,0.009072728455066681,neutral,ref
"Around the holidays season, the hotel was well decorated for X-mas.",The pool is really worth checking out.,a,b,0,0.9952125549316406,0.0025982398074120283,0.002189201069995761,neutral,0.99213045835495,0.0026923108380287886,0.005177184473723173,neutral,ref
"Around the holidays season, the hotel was well decorated for X-mas.",The hot tub is also worth checking out.,a,b,0,0.9991169571876526,0.00031886357464827597,0.0005642327596433461,neutral,0.9895387291908264,0.00382495136000216,0.006636321544647217,neutral,ref
There were lovely Palm trees and Christmas lights.,It was overpriced at this hotel.,a,b,0,0.9668784141540527,0.021876012906432152,0.011245577596127987,neutral,0.8333454728126526,0.155933678150177,0.010720815509557724,neutral,ref
There were lovely Palm trees and Christmas lights.,The cleaning standards were only okay.,a,b,0,0.9429448246955872,0.03691224753856659,0.02014288306236267,neutral,0.891325056552887,0.10325261205434799,0.0054222894832491875,neutral,ref
There were lovely Palm trees and Christmas lights.,This hotel isn't in a great location.,a,b,0,0.7567422986030579,0.24005219340324402,0.0032055394258350134,neutral,0.5379480719566345,0.4505922496318817,0.011459752917289734,neutral,ref
There were lovely Palm trees and Christmas lights.,It is outside of the old town.,a,b,0,0.9854277968406677,0.007868951186537743,0.006703151389956474,neutral,0.9609853029251099,0.03042435646057129,0.008590392768383026,neutral,ref
There were lovely Palm trees and Christmas lights.,Some good attractions are located in the old town.,a,b,0,0.9650925993919373,0.009876865893602371,0.025030536577105522,neutral,0.8203033804893494,0.16096355020999908,0.018733035773038864,neutral,ref
There were lovely Palm trees and Christmas lights.,It is somewhat nice to be away from the main strip.,a,b,0,0.9802737236022949,0.009029028937220573,0.01069724466651678,neutral,0.9364551305770874,0.057790227234363556,0.005754577927291393,neutral,ref
There were lovely Palm trees and Christmas lights.,It could have been closer to the main attractions.,a,b,0,0.9939658045768738,0.0033518346026539803,0.0026823256630450487,neutral,0.9396927356719971,0.05286981537938118,0.007437425199896097,neutral,ref
There were lovely Palm trees and Christmas lights.,Some of the staff were rude.,a,b,0,0.9549406170845032,0.04413299262523651,0.0009264613036066294,neutral,0.42365604639053345,0.564583957195282,0.011759995482861996,contradiction,ref
There were lovely Palm trees and Christmas lights.,Some of the staff were unhelpful.,a,b,0,0.9750255346298218,0.02352301776409149,0.001451431424356997,neutral,0.5703771114349365,0.41810449957847595,0.011518334969878197,neutral,ref
There were lovely Palm trees and Christmas lights.,You can eat your breakfast at the outside restaurant when staying at this hotel.,a,b,0,0.9829041361808777,0.004979840014129877,0.012116028927266598,neutral,0.6638935208320618,0.3205798268318176,0.015526720322668552,neutral,ref
There were lovely Palm trees and Christmas lights.,Eating at the outside restaurant is really enjoyable.,a,b,0,0.9766378402709961,0.005118594504892826,0.018243536353111267,neutral,0.9417172074317932,0.05085413157939911,0.007428631652146578,neutral,ref
There were lovely Palm trees and Christmas lights.,This is a great stay.,a,b,0,0.9727009534835815,0.003390437923371792,0.023908652365207672,neutral,0.9815196990966797,0.01336689479649067,0.005113390740007162,neutral,ref
There were lovely Palm trees and Christmas lights.,You can ask for a reduced rate.,a,b,0,0.9874158501625061,0.007918943651020527,0.004665156360715628,neutral,0.9096906781196594,0.07998432964086533,0.010325049050152302,neutral,ref
There were lovely Palm trees and Christmas lights.,The reduced rate is available for Florida residents.,a,b,0,0.991705060005188,0.0034800004214048386,0.0048149037174880505,neutral,0.964900016784668,0.02228590101003647,0.012814166955649853,neutral,ref
There were lovely Palm trees and Christmas lights.,The pool is really worth checking out.,a,b,0,0.9828414916992188,0.011375555768609047,0.0057829865254461765,neutral,0.8742963075637817,0.11778455227613449,0.007919146679341793,neutral,ref
There were lovely Palm trees and Christmas lights.,The hot tub is also worth checking out.,a,b,0,0.9975928664207458,0.0010786143830046058,0.0013284578453749418,neutral,0.8648895025253296,0.12335719913244247,0.011753356084227562,neutral,ref
This hotel is so close to the beach.,It was overpriced at this hotel.,a,b,0,0.9158095717430115,0.06956017762422562,0.014630225487053394,neutral,0.9814324975013733,0.01648865081369877,0.0020787420216947794,neutral,ref
This hotel is so close to the beach.,The cleaning standards were only okay.,a,b,0,0.9810950756072998,0.0068658627569675446,0.012039056979119778,neutral,0.9828716516494751,0.014541617594659328,0.0025866993237286806,neutral,ref
This hotel is so close to the beach.,This hotel isn't in a great location.,a,b,0,0.13725043833255768,0.8567132353782654,0.006036312784999609,contradiction,0.17895539104938507,0.8199686408042908,0.0010759350843727589,contradiction,ref
This hotel is so close to the beach.,It is outside of the old town.,a,b,0,0.9796277284622192,0.01382353063672781,0.006548769306391478,neutral,0.9633415937423706,0.019026199355721474,0.01763220690190792,neutral,ref
This hotel is so close to the beach.,Some good attractions are located in the old town.,a,b,0,0.9843152165412903,0.007984092459082603,0.00770058948546648,neutral,0.9209696650505066,0.05328463390469551,0.025745602324604988,neutral,ref
This hotel is so close to the beach.,It is somewhat nice to be away from the main strip.,a,b,0,0.9789974093437195,0.007553944829851389,0.013448601588606834,neutral,0.9003384113311768,0.09255331754684448,0.007108304649591446,neutral,ref
This hotel is so close to the beach.,It could have been closer to the main attractions.,a,b,0,0.9950344562530518,0.0036130344960838556,0.0013524639653041959,neutral,0.5310525298118591,0.4625226855278015,0.006424792110919952,neutral,ref
This hotel is so close to the beach.,Some of the staff were rude.,a,b,0,0.9963582158088684,0.002587993163615465,0.001053797546774149,neutral,0.9855761528015137,0.010284287855029106,0.0041396222077310085,neutral,ref
This hotel is so close to the beach.,Some of the staff were unhelpful.,a,b,0,0.9943852424621582,0.0033718147315084934,0.0022428357042372227,neutral,0.9809359312057495,0.014630078338086605,0.0044339802116155624,neutral,ref
This hotel is so close to the beach.,You can eat your breakfast at the outside restaurant when staying at this hotel.,a,b,0,0.9842356443405151,0.0012524862540885806,0.014511890709400177,neutral,0.9842409491539001,0.004296557046473026,0.01146245189011097,neutral,ref
This hotel is so close to the beach.,Eating at the outside restaurant is really enjoyable.,a,b,0,0.9926356673240662,0.0008135847165249288,0.00655087037011981,neutral,0.9762020707130432,0.007226596586406231,0.01657131500542164,neutral,ref
This hotel is so close to the beach.,This is a great stay.,a,b,0,0.9284387230873108,0.001882661017589271,0.06967863440513611,neutral,0.9862080812454224,0.0012219027848914266,0.012570115737617016,neutral,ref
This hotel is so close to the beach.,You can ask for a reduced rate.,a,b,0,0.9946494698524475,0.0021663010120391846,0.0031842882744967937,neutral,0.9835524559020996,0.005242446903139353,0.01120505016297102,neutral,ref
This hotel is so close to the beach.,The reduced rate is available for Florida residents.,a,b,0,0.9950061440467834,0.0020803536754101515,0.0029134601354599,neutral,0.9866487383842468,0.0041509345173835754,0.009200322441756725,neutral,ref
This hotel is so close to the beach.,The pool is really worth checking out.,a,b,0,0.9927453398704529,0.0016377883730456233,0.0056168800219893456,neutral,0.9819729328155518,0.007684712298214436,0.010342394933104515,neutral,ref
This hotel is so close to the beach.,The hot tub is also worth checking out.,a,b,0,0.9976406097412109,0.0004012070712633431,0.0019581597298383713,neutral,0.9741560816764832,0.006678475067019463,0.01916550286114216,neutral,ref
This hotel is perfectly located for peace and quiet.,It was overpriced at this hotel.,a,b,0,0.7298116087913513,0.26140084862709045,0.00878758542239666,neutral,0.6132330894470215,0.3855595290660858,0.00120740314014256,neutral,ref
This hotel is perfectly located for peace and quiet.,The cleaning standards were only okay.,a,b,0,0.972737729549408,0.021892128512263298,0.005370210390537977,neutral,0.7742065191268921,0.2230137139558792,0.0027798034716397524,neutral,ref
This hotel is perfectly located for peace and quiet.,This hotel isn't in a great location.,a,b,0,0.01875215955078602,0.9799748063087463,0.0012730570742860436,contradiction,0.002961708465591073,0.9969558715820312,8.239382441388443e-05,contradiction,ref
This hotel is perfectly located for peace and quiet.,It is outside of the old town.,a,b,0,0.9908044338226318,0.0014880105154588819,0.007707573473453522,neutral,0.9864793419837952,0.004695442970842123,0.00882522389292717,neutral,ref
This hotel is perfectly located for peace and quiet.,Some good attractions are located in the old town.,a,b,0,0.9936972260475159,0.002384727355092764,0.003918077796697617,neutral,0.8603371977806091,0.1333799809217453,0.006282885558903217,neutral,ref
This hotel is perfectly located for peace and quiet.,It is somewhat nice to be away from the main strip.,a,b,0,0.9435809254646301,0.0025003214832395315,0.05391881614923477,neutral,0.9708130359649658,0.01976279728114605,0.009424102492630482,neutral,ref
This hotel is perfectly located for peace and quiet.,It could have been closer to the main attractions.,a,b,0,0.996701180934906,0.00290215783752501,0.00039666585507802665,neutral,0.07930681109428406,0.9200559258460999,0.0006372295902110636,contradiction,ref
This hotel is perfectly located for peace and quiet.,Some of the staff were rude.,a,b,0,0.9784848093986511,0.021015014499425888,0.0005001241224817932,neutral,0.24204258620738983,0.7562212347984314,0.0017361476784572005,contradiction,ref
This hotel is perfectly located for peace and quiet.,Some of the staff were unhelpful.,a,b,0,0.9772059917449951,0.021861650049686432,0.0009324328857474029,neutral,0.33159467577934265,0.6665439605712891,0.0018613348947837949,contradiction,ref
This hotel is perfectly located for peace and quiet.,You can eat your breakfast at the outside restaurant when staying at this hotel.,a,b,0,0.9890338182449341,0.0014614475658163428,0.009504834190011024,neutral,0.9825933575630188,0.012425154447555542,0.00498143071308732,neutral,ref
This hotel is perfectly located for peace and quiet.,Eating at the outside restaurant is really enjoyable.,a,b,0,0.9955131411552429,0.0008447049185633659,0.0036421073600649834,neutral,0.975554883480072,0.013337457552552223,0.011107692494988441,neutral,ref
This hotel is perfectly located for peace and quiet.,This is a great stay.,a,b,0,0.8969317674636841,0.0016977705527096987,0.10137046873569489,neutral,0.9945260882377625,0.0008271510596387088,0.004646678455173969,neutral,ref
This hotel is perfectly located for peace and quiet.,You can ask for a reduced rate.,a,b,0,0.9949629306793213,0.0024618508759886026,0.0025751821231096983,neutral,0.9909346699714661,0.004450468812137842,0.004614837467670441,neutral,ref
This hotel is perfectly located for peace and quiet.,The reduced rate is available for Florida residents.,a,b,0,0.9965409636497498,0.0017599338898435235,0.0016989789437502623,neutral,0.9923505187034607,0.003914290573447943,0.00373516115359962,neutral,ref
This hotel is perfectly located for peace and quiet.,The pool is really worth checking out.,a,b,0,0.9969117045402527,0.0009344674181193113,0.0021538662258535624,neutral,0.9716109037399292,0.023870199918746948,0.00451895734295249,neutral,ref
This hotel is perfectly located for peace and quiet.,The hot tub is also worth checking out.,a,b,0,0.9988829493522644,0.0002296800521435216,0.0008873629849404097,neutral,0.9817942380905151,0.00978844054043293,0.008417277596890926,neutral,ref
The airport and Duval street are only a short shuttle away.,It was overpriced at this hotel.,a,b,0,0.9643490314483643,0.02037634514272213,0.015274596400558949,neutral,0.9896827936172485,0.00857713632285595,0.0017400485230609775,neutral,ref
The airport and Duval street are only a short shuttle away.,The cleaning standards were only okay.,a,b,0,0.9780282378196716,0.014235056936740875,0.007736703846603632,neutral,0.9708869457244873,0.027357839047908783,0.001755185192450881,neutral,ref
The airport and Duval street are only a short shuttle away.,This hotel isn't in a great location.,a,b,0,0.5900347828865051,0.4031142592430115,0.006851052865386009,neutral,0.9399211406707764,0.05859849974513054,0.0014804155798628926,neutral,ref
The airport and Duval street are only a short shuttle away.,It is outside of the old town.,a,b,0,0.8794177174568176,0.09170456230640411,0.028877759352326393,neutral,0.9613749384880066,0.0357314795255661,0.0028934860602021217,neutral,ref
The airport and Duval street are only a short shuttle away.,Some good attractions are located in the old town.,a,b,0,0.9748916029930115,0.011581827886402607,0.013526499271392822,neutral,0.9220532178878784,0.07498740404844284,0.0029594385996460915,neutral,ref
The airport and Duval street are only a short shuttle away.,It is somewhat nice to be away from the main strip.,a,b,0,0.9524134397506714,0.042322296649217606,0.00526419747620821,neutral,0.5939513444900513,0.40308240056037903,0.0029662621673196554,neutral,ref
The airport and Duval street are only a short shuttle away.,It could have been closer to the main attractions.,a,b,0,0.9737789630889893,0.01612481102347374,0.010096298530697823,neutral,0.9674628376960754,0.031045155599713326,0.0014920264948159456,neutral,ref
The airport and Duval street are only a short shuttle away.,Some of the staff were rude.,a,b,0,0.9965998530387878,0.0024053696542978287,0.000994780333712697,neutral,0.9843569397926331,0.01344851404428482,0.002194553380832076,neutral,ref
The airport and Duval street are only a short shuttle away.,Some of the staff were unhelpful.,a,b,0,0.9937906861305237,0.004248989280313253,0.001960319234058261,neutral,0.9791415333747864,0.01886281929910183,0.00199563498608768,neutral,ref
The airport and Duval street are only a short shuttle away.,You can eat your breakfast at the outside restaurant when staying at this hotel.,a,b,0,0.9826563596725464,0.0045843725092709064,0.01275928970426321,neutral,0.9830232262611389,0.014669312164187431,0.002307505114004016,neutral,ref
The airport and Duval street are only a short shuttle away.,Eating at the outside restaurant is really enjoyable.,a,b,0,0.9876130819320679,0.00782023649662733,0.004566613584756851,neutral,0.9647607207298279,0.033175647258758545,0.0020636259578168392,neutral,ref
The airport and Duval street are only a short shuttle away.,This is a great stay.,a,b,0,0.9815248250961304,0.004345008172094822,0.014130122028291225,neutral,0.9955515265464783,0.0026792732533067465,0.0017691993853077292,neutral,ref
The airport and Duval street are only a short shuttle away.,You can ask for a reduced rate.,a,b,0,0.9933763146400452,0.003212058451026678,0.0034116157330572605,neutral,0.9875515103340149,0.009573392570018768,0.0028750719502568245,neutral,ref
The airport and Duval street are only a short shuttle away.,The reduced rate is available for Florida residents.,a,b,0,0.9939388036727905,0.003501718631014228,0.002559443237259984,neutral,0.9924966096878052,0.004865123890340328,0.002638286678120494,neutral,ref
The airport and Duval street are only a short shuttle away.,The pool is really worth checking out.,a,b,0,0.9869844913482666,0.009392496198415756,0.003623019438236952,neutral,0.9742732644081116,0.02330395206809044,0.0024227167014032602,neutral,ref
The airport and Duval street are only a short shuttle away.,The hot tub is also worth checking out.,a,b,0,0.9988036155700684,0.000642565602902323,0.0005537949618883431,neutral,0.964828610420227,0.032539255917072296,0.002632171381264925,neutral,ref
Downtown is quite far away.,It was overpriced at this hotel.,a,b,0,0.9815136790275574,0.0073211658746004105,0.011165189556777477,neutral,0.970615565776825,0.025036489591002464,0.004348068032413721,neutral,ref
Downtown is quite far away.,The cleaning standards were only okay.,a,b,0,0.9750081896781921,0.008531548082828522,0.016460256651043892,neutral,0.9741597175598145,0.020888345316052437,0.004951984155923128,neutral,ref
Downtown is quite far away.,This hotel isn't in a great location.,a,b,0,0.9344885945320129,0.010571252554655075,0.05494009703397751,neutral,0.9928134083747864,0.0032741413451731205,0.003912514075636864,neutral,ref
Downtown is quite far away.,It is outside of the old town.,a,b,0,0.8546041250228882,0.08167651295661926,0.06371930241584778,neutral,0.9249367117881775,0.03305334225296974,0.04200989753007889,neutral,ref
Downtown is quite far away.,Some good attractions are located in the old town.,a,b,0,0.9862672090530396,0.007883566431701183,0.005849187728017569,neutral,0.856971800327301,0.13426423072814941,0.008764010854065418,neutral,ref
Downtown is quite far away.,It is somewhat nice to be away from the main strip.,a,b,0,0.9688174724578857,0.0018394156359136105,0.02934310957789421,neutral,0.8159867525100708,0.14983348548412323,0.03417971730232239,neutral,ref
Downtown is quite far away.,It could have been closer to the main attractions.,a,b,0,0.9923353791236877,0.0024222712963819504,0.0052423919551074505,neutral,0.845796525478363,0.14631140232086182,0.007892077788710594,neutral,ref
Downtown is quite far away.,Some of the staff were rude.,a,b,0,0.9970822930335999,0.001123366761021316,0.0017943793209269643,neutral,0.8440929055213928,0.14870169758796692,0.007205394562333822,neutral,ref
Downtown is quite far away.,Some of the staff were unhelpful.,a,b,0,0.9951238036155701,0.0018948577344417572,0.002981336787343025,neutral,0.9130944609642029,0.08058420568704605,0.006321298889815807,neutral,ref
Downtown is quite far away.,You can eat your breakfast at the outside restaurant when staying at this hotel.,a,b,0,0.9812594056129456,0.009131474420428276,0.009609173983335495,neutral,0.9727485775947571,0.021599754691123962,0.005651700776070356,neutral,ref
Downtown is quite far away.,Eating at the outside restaurant is really enjoyable.,a,b,0,0.9836766123771667,0.00983444880694151,0.006489037070423365,neutral,0.9526289701461792,0.024978119879961014,0.022392887622117996,neutral,ref
Downtown is quite far away.,This is a great stay.,a,b,0,0.9612066149711609,0.028310181573033333,0.010483170859515667,neutral,0.9597296118736267,0.035949088633060455,0.004321345593780279,neutral,ref
Downtown is quite far away.,You can ask for a reduced rate.,a,b,0,0.9864652156829834,0.009574241936206818,0.003960565663874149,neutral,0.960754930973053,0.03575482964515686,0.003490182338282466,neutral,ref
Downtown is quite far away.,The reduced rate is available for Florida residents.,a,b,0,0.9928178787231445,0.004783866927027702,0.0023983509745448828,neutral,0.9834396243095398,0.013984032906591892,0.0025763537269085646,neutral,ref
Downtown is quite far away.,The pool is really worth checking out.,a,b,0,0.9822655916213989,0.012281790375709534,0.0054527102038264275,neutral,0.7409145832061768,0.2531314790248871,0.005953983869403601,neutral,ref
Downtown is quite far away.,The hot tub is also worth checking out.,a,b,0,0.9951350092887878,0.0022829591762274504,0.0025820883456617594,neutral,0.9161909818649292,0.07675608992576599,0.00705287279561162,neutral,ref
The rooms are modern.,It was overpriced at this hotel.,a,b,0,0.9473115801811218,0.037300873547792435,0.015387458726763725,neutral,0.9942354559898376,0.004275254439562559,0.0014893539482727647,neutral,ref
The rooms are modern.,The cleaning standards were only okay.,a,b,0,0.9659588932991028,0.01564754731953144,0.018393542617559433,neutral,0.9771043658256531,0.01872170716524124,0.004173906520009041,neutral,ref
The rooms are modern.,This hotel isn't in a great location.,a,b,0,0.8224589228630066,0.17416507005691528,0.0033760115038603544,neutral,0.9830907583236694,0.015474752523005009,0.0014345269883051515,neutral,ref
The rooms are modern.,It is outside of the old town.,a,b,0,0.9814465045928955,0.007717624306678772,0.010835789144039154,neutral,0.9778752326965332,0.013614382594823837,0.008510380983352661,neutral,ref
The rooms are modern.,Some good attractions are located in the old town.,a,b,0,0.9490224719047546,0.04396961256861687,0.007007836364209652,neutral,0.1807057410478592,0.8169435262680054,0.0023507741279900074,contradiction,ref
The rooms are modern.,It is somewhat nice to be away from the main strip.,a,b,0,0.9891209006309509,0.00600395118817687,0.00487507926300168,neutral,0.9874488711357117,0.0034913623239845037,0.009059788659214973,neutral,ref
The rooms are modern.,It could have been closer to the main attractions.,a,b,0,0.9957643747329712,0.0028607454150915146,0.0013748095370829105,neutral,0.9801560640335083,0.011540548875927925,0.008303353562951088,neutral,ref
