summ_type,split,example_id,summ_a,summ_b,summ_comm,bs_score
gen,test,35,"The Colonnade Hotel is the perfect boutique hotel for a graduation or combined leisure trip. This hotel is head and shoulders above other area hotels. The hotel is immediately adjacent to numerous things: a T connection, two fair-sized shopping plazas, several restaurants, and the Hynes Convention Center. The rooms in the hotel are spacious, clean and comfortable. The shower head was painful and the water pressure was low. The staff at this hotel are exceptional in every way from the moment they enter to the time they exit. Norman Maines is an exceptional greeter andguest advocate.","

The Colonnade Hotel is an ideal place to stay for special occasions such as a graduation or a leisure getaway. It exceeds all expectations compared to other hotels in the area. It is conveniently located near a T connection, two major commercial plazas, a variety of eateries, and the Hynes Convention Center. The rooms are roomy, spotless, and pleasant. Unfortunately, the shower head was a bit uncomfortable and the water pressure wasn't sufficient. The hospitality of the staff is extraordinary. Norman Maines is a fantastic receptionist and will attend to all your needs.","

The Colonnade Hotel makes for a fantastic spot for any special event, such as graduation or a leisurely escape. It stands out among other hotels in the neighborhood. It sits conveniently close to public transportation, two major commercial hubs, several eateries, and the Hynes Convention Center. The rooms are spacious, immaculate, and pleasant. However, the shower head was a bit uncomfortable and the water pressure was not ideal. The customer service provided is top-notch, especially the receptionist Norman Maines who is eager to meet any of your needs.",0.61631006
gen,test,36,"The Metropark Kowloon is a good hotel to stay at for a week or longer. It's ideally located for those who needs to shower and hit the bed after a full day of sightseeing/shopping. The rooms in the hotel are clean, modern and air-conditioning works well. The food served in the restaurant was varied and varied. The hotel provided a free shuttle service to Mongkok and the harbour area. The Ladies Market in Mong Kok is a pleasant walk away but the hotel bus route takes us close by.","

Staying at the Metropark Kowloon for a week or more is a great option given its ideal spot for those looking to bathe and go to sleep after a day of exploring or shopping. The rooms are spick and span, featuring modern design and the air conditioning is efficient. Additionally, the restaurant serves an array of meals to choose from. Moreover, there is a complimentary shuttle to both Mong Kok and the waterfront. You may even enjoy a leisurely stroll along Ladies Market or opt for the hotel's shuttle for closer reach.","

If you stay at the Metropark Kowloon for a period of time, you will be delighted with the spot given it is perfect for those wanting to relax after a day out. The rooms are clean and come with modern designs and air conditioning. Furthermore, there is a variety of dishes to choose from at the dining hall. As a bonus, there's a complimentary bus to Mong Kok and the waterfront. If you feel like casual sightseeing, you can take the shuttle to the Ladies Market or take the free shuttle offered by the hotel.",0.5168478
gen,test,37,"This hotel is really worth every cent. You will find lot of satisfied guests here, but cigarette smoke can keep you up at night. This hotel is in a great location, close to the Grand Bazaar and blue mosque but also seashore where we could go for a run. The rooms are very clean and comfortable, especially those on the 6th floor. Free internet access in the lobby, beverages only, and that is well worth the price.","

This hotel is an amazing value! Many people who visit here leave feeling very satisfied, yet the smell of cigarette smoke may disrupt sleep. It is conveniently close to the Grand Bazaar, the Blue Mosque, and the shoreline, where you can take a morning jog. The rooms are very tidy and comfortable, especially on the sixth level. Free internet availability in the lobby area and complimentary drinks are bonuses that are definitely worth the money.","

This accommodation is a great bargain! Most people who stay here depart feeling very pleased, although the scent of cigarette smoke might disturb rest. It is within easy distance of the Grand Bazaar, the Blue Mosque, and the coastline, where one can go on a morning run. The chambers are neat and cozy, chiefly on the sixth floor. Free internet connection in the foyer and complimentary drinks are bonuses which make the cost worth it.",0.64244694
gen,test,38,"The Holiday Inn San Giovanni was recommended by a friend and therefore recommended. The hotel is close enough to public transportation but not in the centre of Rome. However, it is only a 10-minute walk to get to the centre. The rooms in the hotel were clean and modern. The staff at the hotel are really helpful and polite. The breakfast was really good and varied. There is nothing that can be said about the hotel other than that it is really pricey.","

My friend recommended the Holiday Inn San Giovanni, which is near a form of public transportation but not right in the center of Rome. Although, it only takes a 10-minute stroll to get to the city's center. The rooms were tidy and up-to-date. The hotel's personnel was friendly and courteous. Breakfast options were plentiful and tasty. As a con, the cost was quite excessive.","

My pal suggested the Holiday Inn San Giovanni, located close to public transit though not right in downtown Rome. It is a mere 10-minute walk to get to the city center. The chambers were orderly and modern. The staff was pleasant and polite. There was a great selection of breakfasts and they tasted really good. The only downside was the cost, which was quite high.",0.59692687
gen,test,39,"The Brunelleschi is a great place to stay for your stay in Florence. The location of the hotel is unbeatable because it is on one of the main streets in the city and the Duomo is just steps away. The rooms in the hotel are brilliant, especially the separete bedroom. The views of the campanile are great too. The staff at the hotel were very friendly and helpful. One tip: bring a picnic lunch up to the rooftop terrace and get a breathtaking view of the city.","

Staying at the Brunelleschi during your visit to Florence is a fantastic choice. Its prime positioning on one of the major roads in the city, with the Duomo within easy reach, is unbeatable. The rooms in the hotel are superb, with a separate bedroom also available. Plus, you can admire the campanile from whichever window you choose. The staff were extremely hospitable and welcoming. A tip for your stay: take a packed lunch to the rooftop terrace for a spectacular view of Florence.","

If you're planning a trip to Florence, you can't go wrong with the Brunelleschi. It's conveniently situated on one of the city's main thoroughfares, close to the Duomo. The hotel's rooms are terrific, including an option with a separate bedroom. Plus, you can see the the campanile from the windows. The staff were friendly and accommodating. For a truly memorable experience, take a packed lunch to the rooftop terrace to enjoy the stunning views while you eat.",0.65862876
gen,test,40,"This hotel is absolutely gorgeous and will make you want to stay there again. The hotel is perfectly situated for accessing all the main sights in Rome. Piazza Navona is a great location and you can walk to all the historical sights too. Rooms not huge but comfortable and a good bathroom. The Richard Meier rooms were great, with adjustable beds and clever use of the space available at the hotel. Breakfast was really good, starting the day with a refreshing Bucks Fizz. The staff at this hotel could benefit from a small facelift as they were friendly and helpful but overall it was a great stay.","

This hotel was stunning and a fantastic choice for discovering the main attractions in Rome. Piazza Navona was an ideal spot, making it a breeze to get around and explore. The accommodations, albeit not vast, were comfortable, and the bathrooms were immaculate. The Richard Meier rooms had adjustable beds and made wise use of the limited space in each room. Breakfast was excellent, starting the morning off with an energizing Bucks Fizz. The staff were amicable and obliging, though a slight refresh in their appearance or attitude would be beneficial. All in all, a wonderful stay.","

This hotel was truly breathtaking and provided a perfect base for sightseeing around Rome. Piazza Navona was especially convenient, making it a cinch to go around and tour the area. The lodgings were comfortable, if not spacious, and the bathrooms were very tidy. The Richard Meier rooms had adjustable beds which made use of the limited room in each room. The breakfast was excellent, beginning the morning with a stimulating Bucks Fizz. The personnel were friendly and willing, though a slight overhaul in their looks or atmosphere could be helpful. All in all, it was an amazing stay.",0.60443217
gen,test,41,This hotel looks like a 2 star hotel but is worth every penny. The location of this hotel is unbeatable because you are right across the road from Waikik beach and the International Market Place is a few yards down the road. The rooms are a bit of a disappointment. They are decorated beautifullly with antiques and the interior does need updating. The interior of the hotel is rather worn and dated. The food in the atrium with the Kona coffee was a joke. There is no pool on site and instead you have to leave your board in a lockup room in the hotel.,"

This hotel may appear to be of a lower quality than its competitors but it is still worth the price. Its location is nothing short of ideal, with Waikiki Beach located across the street and the International Market Place a stone's throw away. The decor in the rooms is lovely and full of antiques, though the interiors could do with a renovation. The general atmosphere of the hotel is aged and somewhat neglected. The food in the atrium featuring Kona coffee was subpar. And, unfortunately, there is no pool onsite and visitors need to store their boards in the hotel's lockup space.","

Although this hotel may not compare with some of the competitors in terms of quality, it is still worth the price due to its exceptional location near Waikiki Beach and the International Market Place. The decorations in the rooms are charming antique pieces, although the inside of these spaces is in need of freshening up. The atmosphere of the hotel is quite aged and does not seem very well cared for. The food in the atrium featuring Kona coffee was underwhelming, and unfortunately, there is not a pool onsite. If visitors need to store their boards, the available storage area is in the hotel's lockup space.",0.57237643
gen,test,42,This hotel is perfectly placed for travel and entertainment in the centre of Amsterdam but far enough away from the slightly brash touristy bits but near enough as not to be too long walk from anywhere useful. The modern room was of a good size and bothe the room and bath were easy to navigate in a wheelchair. The staff at the hotel were extremely rude and made it clear that he didnt like being asked about how to connect to the internet. he made condescending remarks in french about american tourists (and i'm not even american!).,"

This lodging is in an ideal location for exploring and enjoying Amsterdam, far enough away from the overly touristy areas but close enough to everything that would be of use. The modern space we stayed in was of a generous size and well-equipped for a disabled guest with wide passageways and easy access accommodations. Sadly, the staff were exceptionally rude and disdainful anytime we asked a question such as how to connect to the WiFi. He made belittling and patronizing comments in French directed at American tourists, even though I am not of that background.","

This place was in an excellent spot for sightseeing in Amsterdam, not too close to tourist traps but close to the city's important attractions. The living space we stayed in was roomy and had modifications for those with disabilities, such as wide paths and all necessary accommodations for accessibility. Unfortunately, the staff was very disrespectful when we asked them questions, such as how to connect to the WiFi. They even went as far as to make demeaning remarks in French to fellow American tourists, even though I wasn't a part of that demographic.",0.5317292
gen,test,43,This hotel is hands down one of the nicest and most beautiful places to stay. It is highly recommended. This hotel is situated in the heart of old Montreal between the cathedral and the river. Lots of restaurants and attractions in the area. The room was extremely spacious with a fire place and a queen bed. The bathroom was also really good. The hotel even provides a Tassimo espresso maker in every room.,"

Without a doubt, this hotel is exquisite and is certainly worth a visit. Situated in the middle of the iconic Montreal between a cathedral and the river, it offers an excellent array of restaurants and attractions nearby. Our stay was comfortable thanks to the large room, a fireplace and queen bed. The bathroom was also in great condition and every room comes with a Tassimo espresso maker as a bonus.","

There is no doubt that a visit to this outstanding hotel is worthwhile. Located in the heart of Montreal, between a cathedral and the river, it has tons of great restaurants and activities close by. Our accommodations were terrific; our room was roomy with a fireplace and queen bed and the main bathroom was well-maintained. Furthermore, every room comes with a complimentary Tassimo espresso maker.",0.6597033
gen,test,44,"The Sutton Place hotel is great for business or for pleasure. The hotel is central to shopping and eating, as well as a short walk to Canada Place and the Hop-on-Hop-off Trolley Tour. The location at Burrard and Robson is really convenient for shopping and eat. There are also lots of shops and restaurants nearby. The rooms are lovely, with plenty of room for all. The beds are really comfortable, too. The staff at the hotel are always greeted with a pleasant smile and treat every guest just as if they were an Oscar winner!","

Staying at the Sutton Place hotel offers an excellent combination of business and leisure. Located near Burrard and Robson, the hotel is in the center of shopping and dining. Canada Place and the Hop-on-Hop-off Trolley Tour are also just a short walk away. Furthermore, there are many nearby restaurants and stores. The spacious and fashionable rooms come with incredibly comfortable beds. Whether you are a tourist or a business traveler, you are sure to receive a warm welcome from the hotel staff who cater to every guest as if they were a Hollywood star.","

If you're looking for the perfect mix of work and play, the Sutton Place hotel is a great choice. Close to Burrard and Robson, you're near all the shopping, eating and entertainment options, including Canada Place and the Hop-on-Hop-off Tour Trolley. Nearby venues make it easy to go out and explore. As far as the hotel rooms, their large and stylish designs come complete with super comfortable beds. Finally, you will be welcomed with the friendliest service from the staff who treat all their guests as if they were a VIP.",0.56630987
gen,test,45,"This is a great hotel that deserves its reputation, highly recommended. It's a great place to stay and there is strong feng-shui influence at this hotel. The rooms are spacious, clean and had everything you could ask for. The welcome was impressive too. The hotel is connected to the subway via a big shopping mall and park, so it is really convenient to just go down and shop, knowing that even if bulky items are bulky. The pool is simply relaxation at its best."," 

This amazing hotel has absolutely earned its reputation and is undoubtedly worth recommending. It provides a tranquil atmosphere, with strong feng-shui influence and the hotel rooms are both spacious and clean, possessing all of the necessary amenities. Moreover, customers are greeted with tremendous hospitality. Along with being linked to the subway via a huge shopping mall and park, shopping has never been made easier, even when purchasing large items. To top it all off, the pool is an ideal place for a pleasant and refreshing break.","

This hotel has rightly earned a great name for itself and is certainly worth recommending. From the soothing ambiance reminiscent of feng-shui to the tidy, well-equipped rooms, there is no shortage of good service from the attentive staff. It is incredibly convenient too, as its location is linked to the subway by a sprawling mall and park, making it super easy to buy anything from groceries to bulky items. As a bonus, guests can enjoy the pool area as a pleasant and invigorating respite.",0.51233304
