summ_type,split,example_id,summ_a,summ_b,summ_comm,nli_contrast_neut_score
ref,train,10,The hotel is conveniently situated in a peaceful canal street. Many noteworthy spots are within walking distance such as Dam Square and Anne Frank's House. The space was quite cramped. The sight of the canal was breathtaking. It would be beneficial to ask for a bigger room. The original room had a sizeable bathroom. The personnel in the lobby were impolite and not very accommodating. The personnel in the morning meal area were impolite and not very accommodating. The cost was reasonable. The breakfast had a small amount. The food had an odd flavor. The shower had high temperatures. The high temperatures were dangerously high.,"The hotel is conveniently located near the Metro and train stations. The hotel offers a stunning view from the balcony. The hotel is situated directly adjacent to Central Station. The guest had to request multiple times for the room to be tidied. The decor is aesthetically pleasing. The room offers a wonderful view. The bed is extraordinarily cozy. The space is equipped with Apple TV. The personnel at the hotel were extremely courteous. The personnel were sorry for any difficulties. No reimbursement was given. The morning meal supplied by the hotel was quite delicious. Occasionally, it took a bit longer than anticipated. It is suggested to visit the hotel's sky lounge. It may be pricey. The hotel was supposed to deliver towels. The towels arrived later than expected.",This hotel is worth the expenditure. The experience at this hotel is remarkable. The personnel at the hotel were extremely accommodating. The personnel at the hotel were amiable.,0.4411764705882353
ref,train,11,It is highly recommended. It is recommended to anyone. This hotel is kept in great condition. This hotel has excellent amenities. This hotel has a luxurious but comfortable atmosphere. This hotel has a beautiful courtyard. This hotel has a swimming pool. This hotel is ideally situated. All the major attractions are within easy walking distance. The rooms are spotless. The bed is incredibly cozy. The only problem was the shower in the restroom. The shower was spraying water outside its enclosure. The service was exceptional overall. The personnel at this hotel are both friendly and competent. There were some minor issues that needed to be worked out. The housekeeping personnel were not available after midnight. The hotel provided an abundance of chocolates and gingersnaps in the lobby. The hotel provided a complimentary breakfast. There is a swimming pool area. The swimming pool area is beautiful. Valet service should be made available.,This location has a wonderful atmosphere. The atmosphere is true to the city. This location is very organized. This location puts in a lot of effort. Some of the hotel rooms lack windows. The furnishings are in poor condition. The rooms are not as tidy as they could be. The tidiness of the rooms needs improvement. The management of the hotel appeared apathetic. The valet and desk employees were swift and amiable. The valet and desk employees were occupied while being swift and amiable. The hotel provides coffee for breakfast. The hotel provides pastries for breakfast. The low price was not enough to make the hotel a desirable option. The complimentary parking was not enough to make the hotel a desirable option.,The personnel at the hotel are amiable. The hotel is in an ideal spot for a visit. The purpose is to explore the French Quarter. The purpose is to explore the surroundings of the French Quarter.,0.43902439024390244
ref,train,12,The hotel is located in Europe. The hotel has an enchanting atmosphere. The hotel is located by the River Arno. The hotel provides a peaceful atmosphere. The hotel rooms were tastefully decorated. The hotel rooms had air conditioning that worked properly. The view from the room was remarkable. The personnel at this hotel are excellent. The manager was very informed about nearby activities. They put in a lot of effort. Their goal is to satisfy and fulfill your requirements. You can use a computer in the hotel lobby. You can access the internet without any charge. It was delightful to take a seat on the balcony of the wonderful hotel. To observe the world pass by.,This hotel appears to be much older. The images depicted on their website do not accurately represent the hotel's age. The hotel is generally satisfactory. The hotel is situated in an area. The area is desirable. It is within walking distance of the train station. It is within walking distance of the main sights in Florence. Buses that go to Fiosole are located in close proximity. Buses that go to the plaza Michelangelo are located in close proximity. Buses that go to the discount mall are located in close proximity. The rooms are quite diminutive. The rooms are insecure. Some rooms have a view. The view is of the building site. The personnel at the hotel displayed an inappropriate demeanor. The inappropriate demeanor was towards visitors. The hotel was loud.,The hotel rooms are spotless. There was a wide selection of options for breakfast. It was really beneficial.,0.5142857142857142
ref,train,13,This hotel is perfect for a lively and youthful group. It is like a getaway for a group of girlfriends. The hotel is near public transport options that go into the city. The hotel is a more desirable option than the downtown accommodations. The hotel is situated in the heart of Lincoln Park. Lincoln Park has a variety of eateries. Lincoln Park has a vibrant nightlife. The hotel is situated on Clark Street. Clark Street is a paradise for shoppers. The single rooms in the hotel have two beds. They are ideal for either one or two people. The chambers were immaculate. The drain in the shower needs some work. Guests were treated to a delicious breakfast. The breakfast was provided by the hotel. The hotel has strong safety measures in place. You must use your key card to enter the elevators or stairwells. Complimentary WiFi is available. The sound from the street was not too loud. It was not an issue. It should be noted that finding a parking spot for the valet at the entrance of the hotel is challenging.,This hotel is an absolute delight. It offers a wonderful place to stay. It's a great value. It will make you want to return often. This hotel is situated in a peaceful neighborhood. The neighborhood is not too far from some amazing attractions. The accommodation in this hotel was up-to-date. The accommodation was attractively adorned. The accommodation was cozy. The accommodation was roomy. The restrooms are luxurious. The restrooms are well-stocked. The hotel had a limited selection of food items. This hotel offers some wonderful amenities. The amenities include flat-screen TVs. The amenities also include luxurious down-feather duvets.,The personnel at the hotel are friendly. The personnel at the hotel are supportive.,0.8205128205128205
ref,train,14,The hotel is attractive. The hotel is costly. The hotel typically has a large number of visitors. The reason for the large number of visitors is its popularity. The accommodations in the hotel are cozy. The accommodations in the hotel include a DVD player. The staff provided outstanding service. The staff were always cheerful. The hotel did not offer a wide variety of food. The hotel did not offer anything that was particularly fresh. The hotel has a trademark of having peanut shells scattered across the floor. The peanut shells scattered across the floor pose a danger of slipping. The lavatories are located near the corner. The lavatories do not meet the requirements of Singapore.,This was an excellent stay. The stay is suitable for both business and leisure. The hotel is located near Orchard Road shopping. The hotel offers a complimentary shuttle. The rooms here are truly outstanding. The rooms are meticulously cleaned. The rooms are quite roomy. The rooms are cozy. The rooms are extravagantly luxurious. Every employee was exceptional. They could not have been any better. All individuals were very meticulous in their approach. Even the taxi-hailer was very meticulous. The food choices for breakfast here are amazing. The breakfast is offered in a buffet-style. Everything was delicious. The afternoon tea was delightful. The small snacks were delightful. They were much appreciated. They were served in addition to something else. The hotel offers a gym. The hotel offers a swimming pool. The hotel offers complimentary Wi-Fi. Chilled water is available near the pool. Face cloths with ice cubes are available near the pool.,The personnel were hospitable. The personnel were hospitable to visitors.,0.5121951219512195
ref,train,15,"This hotel provides opulence. This hotel provides an unusual and unsettling atmosphere. The place met expectations. It is located just outside of the city center. It is within easy reach of all the necessary amenities. It is only a short distance from Eaton Centre, Yonge Street, and numerous shopping venues. The area around it is not ideal. Nevertheless, it is still noteworthy. The hotel personnel were very accommodating. They gave a lot of great advice about the local area. This place has a selection of hot and cold items for breakfast. The selection is alright. It would be beneficial to take a look. The eateries are on the other side of the street. This hotel offers an array of wonderful amenities. There is a swimming pool with hot tubs and changing rooms. There is a lovely rooftop terrace with plenty of seating. There is free Wi-Fi. The only drawback is the costly subterranean parking.","The hotel is exceptionally luxurious. The hotel has an air of regality. The hotel makes you feel like a king or queen. The room was of average size. There were some areas that were not very clean. The room had large, cozy beds. The room had a great flat-screen TV. In general, this is an excellent hotel. The only significant downside is that you have to pay a hefty fee for internet access. This is the norm for most costly hotels. It is sad.",The receptionists at the hotel were accommodating. The accommodations were cozy.,0.515625
ref,train,16,The hotel was pleasant. The hotel was well-maintained. The hotel is located near the train station. The hotel is located near the fire department. The proximity to these locations could lead to some noise. There are numerous drinking establishments. They are in the vicinity. The hotel rooms are spotless and cozy. The hotel rooms may need a bit of refurbishing and redecoration. The room had great accessibility for those with disabilities. The bathroom had great accessibility for those with disabilities. The hotel offers a complimentary morning meal spread. The hotel offers hot drinks throughout the day. The perk is particularly well-received by families who are staying there. The hotel is nearby Rock Bottom Brewery. Rock Bottom Brewery offers delicious cuisine. The hotel offered an early check-in. The hotel did not make us wait until a later time.,It is highly advised to travelers going to Chicago to stay at this hotel. The hotel is outstanding. The hotel cannot be surpassed. The hotel's spot is unbeatable. It is situated right next to the river. One great advantage of this hotel's convenient location is that it is close to downtown. You can take a pleasant stroll in downtown. The rooms had plenty of space. The rooms were somewhat dusty. The rooms were uncomfortably warm. The beds were satisfactory. The bathrooms were outstanding. Some of the cleaning personnel neglected to clean an area. The area ought to have been tidied up. The cost of a canned soda from the minibar in this hotel room was very pricey. The only parking option at the hotel is valet. Valet parking may be expensive. Using the internet comes with a high price tag.,The personnel were accommodating. The person would certainly revisit the hotel.,0.5657894736842105
ref,train,17,"The hotel features the latest amenities. The hotel is designed in a traditional fashion. This hotel has a great location. It is easy to get to the city centre from the hotel. It is an ideal choice. This hotel offers lavish and tranquil rooms. The rooms have cozy beds. The rooms have a fireplace. The shower was really enjoyable. The walls are quite thin. The hotel offers transportation. The transportation is by car. The hotel's cuisine was top-notch. Each meal was delicious. The faucets on the sinks were quite stiff. Due to the age of the building, it appeared to have no soundproofing. Unfortunately, this was the case.",This is an excellent spot to stay for business. This is an attractive spot to stay for leisure. Every experience here has been consistently excellent. Every experience here has been consistently easy. The hotel is situated near the theatre district. There are eateries in the vicinity. It is conveniently located near Macy's. It is conveniently located near TJ Maxx. It is conveniently located near other shopping centers. It is conveniently located near a subway station for easy transportation. The hotel's rooms are incredibly pleasant. The rooms are definitely worth recommending. The hotel had only a single eatery. The hotel had a tiny bar. The options were restricted. A complimentary breakfast is available. The breakfast is not widely publicized. There is a fee for accessing the WiFi at the hotel. The gym facilities were not very good.,The accommodations of the hotel were spotless. The hotel was situated in an ideal location for visiting Boston.,0.39473684210526316
ref,train,18,This hotel is great. It does come at a cost. Staying at the front of the hotel could be quite unsettling. The noise from the traffic outside could be the reason for the discomfort. This hotel is situated in an excellent and central spot. You can easily access a variety of stores by foot. You can easily access Gaudi's Casa Batllo by foot. You can easily access La Pedrera by foot. The subway station is not far away. The room at this hotel is quite small. The majority of the area is occupied by the large and cozy bed. The bathrooms were antiquated. The bathrooms were in need of renovation. The cost of the room service was too high. The hotel's breakfast was not worth the cost. Unfortunately. The elevators were quite inconvenient. The elevators required a long wait. There were only two elevators. The elevators were small. The elevators were infrequent. The rooms are located at the rear of the courtyard. The rooms are more peaceful than those located at the front.,"There are plenty of stores, restaurants, a beach, and a subway station nearby. It is quite a distance away from the authentic atmosphere of the area. The room was large. The room was not as depicted in the online description. The room had been tidied up. There was still a lingering odor. There were drug-related items left behind. The hotel personnel were courteous. The hotel personnel were helpful. One of the bellhops was able to demonstrate how to operate all of the modern amenities in the room. The modern amenities in the room can be operated by the bellhops. The breakfast was satisfactory. The coffee from the vending machine was quite unpleasant. This hotel offers complimentary WiFi. This hotel has an excellent gym. The pool didn't look the same as what was depicted in the photos. The pool was relatively smaller in size. The smaller size of the pool made it quite packed. The cost is justified.",The hotel is situated. The hotel is situated close to the downtown area.,0.4431818181818182
ref,train,19,The hotel provided a spa. The hotel provided pools. The spa and pools created a tranquil atmosphere during the stay. The hotel was immaculate. There were sculptures made of ice to admire. The hotel is in an ideal spot. There are nearby eateries and pubs to check out. The room was spacious. The room had a high-definition flat-screen TV. The accommodation was always kept spotless. Toiletries were available upon request. The cost of the food is extremely unappealing. They could enhance their selection. The cost was high. The atria were beautiful. The atria featured a variety of wildlife.,I had no problems while staying at this hotel. I highly suggest it to anyone. The hotel is conveniently located. It is located just 10 minutes away from Disney. It is located 20 minutes from Universal Studios. It is located 20 minutes from Seaworld. The hotel is nearby a variety of eateries. The hotel rooms are cozy. The hotel rooms are reasonably priced. The hotel rooms are not spacious enough to accommodate more than two people. The air conditioning is functioning optimally. The rooms are not always tidy. The bar at the hotel offers good prices. The bar at the hotel serves an excellent Long Island iced tea. A discrepancy exists between the website and the actual experience. The cost of booking in person was higher than what was advertised online. The barbecue area did not meet expectations. The lagoon area did not meet expectations.,I suggest something. The suggestion is to stay at the hotel. The personnel of the hotel were accommodating.,0.3918918918918919
ref,dev,20,The hotel offers conference rooms. The conference rooms can be rented for meetings and corporate occasions. This hotel is conveniently situated. It is close to restaurants. It is close to the river. It is close to stores. The rooms are of a satisfactory size. The rooms are tastefully done up. The restroom in the hotel was spacious. The restroom featured a sizable bathtub. Including something like a piece of chocolate on the pillow. It can be a nice added touch. The hotel has a rooftop bar. The rooftop bar serves beverages. The hotel does not have a pool.,"The hotel is particularly unforgettable during a winter visit. The room was acceptable. The room was somewhat cramped, including the restroom. We upgraded our lodging to a suite. Everything was satisfactory. The room had a beautiful outlook. The room had contemporary decorations. The cost of the breakfast and dinners is quite high. The breakfast and dinners are both delicious. No coffee maker was provided free of charge. No coffee was provided free of charge. It is uncommon for a hotel to not provide coffee or a coffee maker for free. The toiletries were excellent. There was a problem with the toilet.",The personnel at the hotel were extremely obliging. The hotel was conveniently situated.,0.3870967741935484
ref,dev,21,The hotel is situated in a prime location. It is ideal to take a stroll to the area of amusement. It is ideal to take a stroll to bars and eateries. Rooms located on the upper levels are ideal. They offer a stunning view. The room was of an excellent standard. The room had a full kitchen. The full kitchen was extremely useful. The hotel offers free breakfast. The free breakfast was exceptionally delicious.,"This hotel is superb and truly remarkable. You would surely want to come back. The hotel is situated near attractions. The attractions include the CN Tower, the Hockey Hall of Fame, and the Rogers Centre. The deluxe room was rather cramped. The deluxe room had no view. The deluxe room was tidy. There was a great deal of clamor. The clamor was coming from the room. The cost of the hotel room includes breakfast. The breakfast is a bit pricey.",The staff at this hotel have generally been satisfactory. They occasionally provide excellent service and assistance. There have been times when they have not been overly hospitable to guests. The hotel is situated. The hotel is situated close to the CN Tower.,0.40384615384615385
ref,dev,22,"The hotel offers a cozy atmosphere. Sometimes, the hotel lacks the more intimate details. It is situated next to the subway. It is situated above the Pacific Place shopping mall. It can take some time to reach the business district. The rooms have a contemporary feel. The rooms are not particularly attractive. The rooms are rather cramped. The hotel has a cafe that serves lunch. The lunch was pricey. The lunch was not very good. You can get drinks from the bar in the lobby. Alternatively, you can get drinks from the bar in the lobby. The hotel was well-equipped with amenities. There was a fitness center. There was a swimming pool.",The hotel is located near the airport. The hotel is remarkably tranquil. The hotel was honored for being the top airport hotel. You will likely be eager to revisit this hotel. This hotel is extraordinary. This hotel is perfect for travelers who are flying in or out. It is conveniently close to the airport. It is a great choice for those needing to catch an early flight. The hotel rooms were expansive and roomy. Some of the electrical appliances in the room were not working. The spread at the breakfast buffet was excellent. The handling of the luggage was done excellently. The check-in process was incredibly efficient.,The hotel rooms were tidy. The hotel rooms were roomy. The personnel were fantastic.,0.4375
ref,dev,23,"The accommodation was tidy. The accommodation was fairly priced. The hotel could benefit from a renovation. The hotel would attract more customers if the fees were reduced. This hotel is situated in an excellent locality. The locality is close to a convenient walk to the shopping district, eateries, and a nearby convention centre. The rooms are roomy. The rooms are immaculately clean. The rooms provide all the amenities you could possibly require. The bed was incredibly comfortable. The bed gave an excellent night's rest. The hotel is somewhat outdated. The hotel could use some improvement. The breakfast at the hotel was pricey. The food was excellent in general. The hotel has a pool. The pool is available for a considerable length of time for visitors. The hotel can assist with parking. Parking may be costly. It is an option.",This hotel surpasses all other hotels in the city. It is an ideal destination. You will want to return to it time and again. The personnel have a professional demeanor. It is a newly opened facility. Some of the employees need a bit more time to grow. The staff gave us a free round of drinks. We were given a free round of drinks despite something (unknown). The hotel offers a tasty breakfast. The hotel offers a selection of hors d'oeuvres in the afternoon. The staff offered a free round of drinks. The free round of drinks was offered as a way to apologize. The hotel was a great deal. The hotel surpassed the expectations advertised on the website.,It is strongly suggested. You stay at the hotel. The hotel is situated in a wonderful spot. The personnel are very friendly. The personnel are accommodating to visitors' requirements.,0.4358974358974359
ref,dev,24,"This hotel is beloved. It is kept in good condition. It provides a cozy atmosphere. This hotel is ideally situated. There are a variety of stores in the vicinity. There are a variety of eateries in the vicinity. There are numerous sights to see nearby. There is a theater nearby. There is a cathedral nearby. These sights are nearby. The outlook from the opulent room was quite pleasant when the sun was shining. The room has a view of the courtyard. Rooms can hold up to four people. The rooms remain comfortable and spotless. The doorman was stationed at the entrance of the hotel to give a warm welcome to visitors. The wonderful staff were very hospitable. A spread of delicious food was available. The spread was available at breakfast. There is a superb outdoor eating area. It is perfect for having lunch. Additionally, it is available. This hotel had toiletries available. The toiletries were top-notch. The cost was quite affordable. The hotel is luxurious and stylish.",The hotel has high standards. The hotel offers a pleasant and enjoyable experience. The hotel is not too expensive. The bathtub in the room took an inordinate amount of time to empty. There is only the capacity for one computer to be connected to the internet in each room. The hotel's breakfast choices were excellent. The bar had a great selection too. Rooms located on the executive level come with a free breakfast. Light snacks and appetizers are available for a small charge.,"This is a well-regarded Montreal hotel. The personnel were amiable, cordial, and very accommodating. The hotel is near to attractions. The hotel is near to eateries. The hotel is near to stores.",0.5897435897435898
ref,dev,25,The hotel is fantastic. The hotel offers a secure place to rest. It is enjoyed by many visitors. The hotel is near the metro line. The hotel is near Rembrandt Square. The hotel is far from the more crowded tourist spots. The accommodation at this hotel was on the small side. The accommodation was up to date and spotless. The accessibility for wheelchairs was great. There was no shower curtain. The bathroom floor was a bit damp. The personnel were at the reception. The personnel were not accommodating to visitors. The hotel has a seafood eatery. The seafood eatery has an outstanding variety of dishes. The internet connection is in the hotel lobby. The internet connection is extremely sluggish. The carpet was grubby. The outside of the hotel was loud and packed.,The cost of the hotel was rather high. It was absolutely worth the expenditure. No issues. The room had a wonderful outlook. The room faced the canal. The room provided complimentary wireless internet access. The wireless internet access was extremely useful. The rooms are impressive. The rooms are luxurious. The rooms have tasteful decor. The personnel were delightful. The personnel had an amiable yet professional demeanor. They were obviously extremely well-informed. That was simply magnificent. The hotel gave complimentary internet access. The hotel made a printer available if required.,The accommodations at the hotel are spotless. It is highly suggested to stay there. The hotel is within walking range. The attractions are nearby. The breakfast was incredibly delicious and filling. Despite its cost.,0.4146341463414634
ref,dev,26,This is a small hotel. This hotel is excellent. It may not have been a luxurious resort. It was still pleasant. There are numerous activities. These activities can be done by foot. The hotel rooms may not be huge. The hotel rooms are tidy. The hotel rooms have antique pieces for a touch of character. The hotel serves breakfast. The breakfast was satisfactory. The coffee was superb. There were a few things not present. The atmosphere was dilapidated. The carpeting did not improve the ambiance. The ambiance is dilapidated. The elevators weren't very spacious. It was impossible to fit a surfboard inside.,I had an amazing experience at this hotel. I will definitely be returning. This place can be hectic at times. It doesn't appear to be hectic. The hotel rooms were opulent. The walls were quite thin. The hotel is in close proximity to several eateries. The eateries offer a diverse selection of cuisine. Staying at this hotel was fantastic. The wonderful pool was a highlight of the stay. It is wise to secure a sun lounger early. This is not a major issue.,The hotel resort is situated in an ideal spot. The spot allows for taking in the nearby ocean and beach. The spot allows for a picturesque view of Hawaii. The personnel at the hotel exhibited a high level of professionalism. I suggest staying at this hotel. The suggestion is highly recommended.,0.4444444444444444
