summ_type,split,example_id,summ_a,summ_b,nli_contrast_cont_score
ref,train,10,The hotel is nicely located in a quiet canal street. The hotel is only a walkable distance to many interesting places. The interesting places include Dam Square and Anne Frank's House. The room is quite small. The view of the canal was wonderful. You should try to request a large room. The small room did have a big enough bathroom. The staff at the reception were rude and not very helpful. The staff at the breakfast area were rude and not very helpful. The price of breakfast is reasonable. The breakfast has very limited quantity. The food tasted funny. The shower was scalding. The scalding was dangerous.,The hotel is just off the main street in central Amsterdam. The hotel is on a quiet canal street. The hotel is in easy reach of everything. It is within walking distance of Leidslein. It is within walking distance of Dam Square. It is within walking distance of Anne Frank's house. The room was small. The bathroom is big. It did offer a view of the canal. The city was close. Hardly any time was spent in the room. Some of the staff were pleasant. The staff were very laid back. The staff were uninterested. There were other staff in reception. The other staff in reception were snooty. Prices were fine for breakfast. There was not a lot on offer. Food kept running out. The pastries were stale. The eggs were not good. The shower came off of the wall. The shower whipped around dangerously. Scalding water was spraying everywhere.,0.7105263157894737
ref,train,11,It is really recommended. It is recommended to anyone. This well-maintained hotel has good facilities. The hotel has an upscale but cozy vibe. The hotel has a lovely courtyard and pool. This hotel sits in a perfect location. The hotel is in walking distance to all the key landmarks. The rooms are clean. The bed is super comfortable. The only issue was the shower in the bathroom. The shower would spray outside the stall. The service was outstanding in general. The staff here at this hotel are helpful. The staff here at this hotel are professional. There were some small teething problems. The housekeeping staff don't work after midnight. The hotel offered chocolates and gingersnaps in the lobby. The hotel offered free breakfast. There is a lovely pool area. Valet parking should be provided.,"Hotel le Marais is a new boutique hotel. Hotel le Marais is a clean boutique hotel. Hotel le Marais is a modern boutique hotel. There is a courtyard. There is a pool. It feels very upscale. It is cozy. It is non-pretentious. It has good facilities. It is well maintained. It offers a memorable experience. You'll want to experience it again. The hotel is in a great location. The location is only 1/2 block away from Bourbon Street. Key landmarks are within walking distance. Local galleries are within walking distance. This hotel can boast of having heavenly beds. This hotel can boast of having clean rooms. The shower sprayed outside of the shower stall. The shower caused puddles on the floor. The staff and service were great. There is no housekeeping after midnight. The front desk staff was outstanding. Overall, the staff was very pleasant and helpful. The hotel offered ginger snaps in the lobby. The hotel offered free drinks to guests. There was free bottled water in the room. Breakfast was offered. Breakfast was offered for free. The hotel shouldn't need to be asked to refill the shower gels. The hotel should offer valet parking.",0.6274509803921569
ref,train,12,It is a hotel. The hotel is located in Europe. The hotel is charming. The hotel is situated on the River Arno. The locale is quiet. The hotel rooms were well decorated. The hotel rooms had fully functioning air conditioning. It was a room with a view. The room had a view. The view from the room was good. The staff at this hotel are really great. The manager was really knowledgeable for local outings. They all work hard. They work hard to please you. They work hard to meet your needs. You can access the internet. You can access the internet via a computer in the hotel lobby. Accessing the internet via a computer in the hotel lobby is a free option. There is a great hotel balcony. It was lovely to sit on and watch the world go by.,The hotel is on the smaller side. The hotel is charming. The hotel is one of the best in the area. It's based in the centre of the city. It is an excellent base for people to start from when sightseeing. The view is great. The hotel is set in such a beautiful location. There are transport links nearby. It is only a ten minutes' walk to the city centre. The room had a really good view in this hotel. The beds were incredibly hard. The staff at the hotel were very friendly. The staff at the hotel were very useful to help with directions and tourist information. You can have a drink in the lobby before going to dine. There is a rooftop balcony in the hotel. The rooftop balcony has a view of the Arno below. The hotel provided free internet access. The internet access was provided via a booth terminal. The booth terminal was located in the lobby.,0.20512820512820512
ref,train,13,The hotel is ideal for a boisterous and young crowd. The hotel is ideal for a girl's trip. The hotel is close to bus routes into the city. The hotel is a good change of place to stay from the downtown alternatives. The hotel is located in the centre of Lincoln Park. There are restaurants in the area. There is a good night life in the area. The hotel itself is located on Clark Street. Clark Street is a shoppers' delight. The hotel has double beds in the single rooms. This is great for one or two people. The rooms are very clean. The drain in the shower needs some attention. The hotel provided a good breakfast to guests. The hotel has good security. Your key card is needed to gain access to elevators or stairwells. There is free WiFi provided. There was some street noise. The noise was not loud enough to cause concern. It is worth mentioning that it is difficult to park for the valet out front of the hotel.,This hotel is clean and affordable. This hotel is really nice. This hotel is quite clean too. There are buses into the main city from this hotel. This hotel is well-connected. There is a major shopping street very close. The hotel is conveniently located. The rooms are lovely to stay in. The rooms are particularly suitable for one to two guests per room. Rooms are spacious. Rooms are cleaned to a good standard. The bed is especially nice. The bed is very soft. Four pillows are provided. The number of people staying does not affect the number of pillows provided. The breakfast is served at this hotel. The breakfast is super tasty. The hotel provides free WiFi. This is great. The room key needs to be used to access the elevator or stairs. This provides added security to guests. There is added peace of mind here too. There was little street noise. There was some difficulty in getting valet parking though.,0.38636363636363635
ref,train,14,The hotel is beautiful. The hotel is expensive. There are normally a lot of guests at the hotel. The hotel is popular. The rooms in the hotel are comfortable. The rooms in the hotel come equipped with a DVD player. The service was truly exceptional. The staff were always pleasant. The hotel did not provide much selection of food. The hotel did not provide anything that was really fresh. The hotel has signature peanut shells on the floor. The peanut shells on the floor are a slipping hazard. The toilets are around the corner. The toilets are below Singapore standards.,"This is a no-brainer. It's the best hotel to stay in. It is absolutely beautiful. The bed was super comfortable. The water pressure was strong in the bathroom. Additionally, the room features a DVD player. The DVD player came in really useful when it rained so much. The staff at the hotel were very pleasant to guests. The food was disappointing. The experience here involves peanut shells on the floor. It is a tradition at this hotel.",0.8
ref,train,15,"This hotel gives a mix of luxury. This hotel gives an odd unsafe feeling. The location was fine. It is on the outskirts of downtown. It is close to everything you need. It is steps away from Eaton Centre, Yonge Street, and great shopping areas. The block surrounding it isn't ideal. However, it is followed by a contrasting statement. The hotel staff provided local recommendations. The local recommendations were great. The hotel staff was pleasant. The food here is okay. There are hot and cold options for breakfast buffet. It is worth checking restaurants across the road. This hotel provides many amazing additions. There is a nice swimming pool with hot tubs and locker room facilities. There is a beautiful roof top space with plenty of seating. There is complementary internet access. The only downside is the expensive underground parking.",The Grand Hotel provides a good stay for your time in Toronto. The Grand Hotel is a good hotel to use again on repeated visits. The hotel's location is convenient. It is only a short walk to the Eaton Centre and Yonge Street for shopping and restaurants. The area is not the nicest. The feeling of safety is present. Other reviews have said otherwise. The staff offered lots of tips for getting around. The staff were very friendly and knowledgeable. The food is okay. The food offers both hot and cold options. Breakfast was disappointing. The scrambled eggs were watery. The bacon was dry. There was an extra charge for a cappuccino. Underground parking is $19.00 per night. Complimentary internet access is available. The internet access helps take away the sting of the expense.,0.5675675675675675
ref,train,16,The hotel was attractive. The hotel was clean. The hotel is situated next to the train station. The hotel is situated next to the fire department. The proximity to the fire department can make it noisy. There are lots of bars nearby. The hotel rooms are clean and comfortable. The hotel rooms are in need of a slight touch up and redecoration. The room had good disabled access. The bath had good disabled access. The hotel provides a free breakfast buffet in the morning. The hotel provides free hot drinks all day. The free breakfast buffet and hot drinks are popular with families staying. The hotel is close to Rock Bottom Brewery. Rock Bottom Brewery serves really good food. The hotel can provide early check-in. Waiting later can be avoided. Providing early check-in was a nice gesture.,This hotel is of good quality. It offers a pleasant night's stay for guests. It has a comfortable ambience. It has high levels of cleanliness. The location is terrific other than the sometimes noisy fire station situated next door. The noisy fire station can be overlooked. There are good bars located nearby. It's only a short walk to the train station. The hotel room might have benefited from a remodeling. The hotel room was still really clean. The hotel room was overall fine. Accessible rooms are well-considered. The complementary free breakfast buffet is a must. The breakfast buffet is really popular. The items available are really tasty. You can access free coffee and tea whenever you need. The hotel was accommodating. The hotel allowed check-ins from 9am.,0.4166666666666667
ref,train,17,The hotel has all the modern conveniences. The hotel is set out in a classical style. It's super easy to access the city centre from this hotel. This hotel is great for location. Some rooms at this hotel are very elegant and quiet. The beds in these rooms are comfortable. These rooms even have a fireplace. The shower was great. The walls are really thin. The hotel provides car service. The hotel provided some great food. Every dish tasted great. The taps on the sinks were pretty tight. It is an older building. There seemed to be no soundproofing.,"This is a superb elegant but modern hotel. The hotel truly deserves its high-star rating. It is a little pricey. It is well-worth it. It exceeds all expectations. The hotel has easy travel into the city centre. The hotel is in walking distance to all the major sights you may wish to see. The rooms were elegant. The rooms had a fireplace. The beds were comfortable. The walls were quite thin. However, there is some additional information that contrasts with the previous statement, but it is not a complete sentence on its own. The staff were attentive and accommodating to all needs. The hotel offers a car service. The hotel provided a range of foods. The range of foods provided by the hotel was excellent. One thing to note about the hotel is that the sink taps were on too tight. The sink taps were difficult to use properly.",0.48484848484848486
ref,train,18,This is overall a really great hotel. It is a bit pricey. Staying on the front of the hotel could be quite disturbing. The disturbance is due to the horns from the street. The location of this hotel is absolutely great and central. You can walk to many shops. You can walk to Gaudi's Casa Batllo. You can walk to la Pedrera. The metro station is really close. A standard room at this hotel is smaller than expected. Most of the space is taken by the huge but very comfortable bed inside. The bathrooms were outdated. The bathrooms need some updating. The room service was overpriced. The hotel's breakfast is not worth the money. The lifts were a bit inconvenient. There are only two of them. They are small and infrequent. Requesting them takes a long time. The rooms facing courtyard at the back are quieter. The ones to the front are not as quiet.,"This hotel may be the place you want to stay. You may want to stay at this hotel with each visit to Barcelona. It's not cheap. It is lovely. It's popular with business travellers. The Spanish like to beep their horns. Staying at the front of the hotel could be noisy and disturbing. Staying at the front of the hotel could leave you disappointed. The hotel is within close proximity of the metro line. The hotel is only a short walk from Gaudi's Casa Batllo, la Pedrera, and even not far from Sagrada Familia. The location of this hotel is great. It is very centralised. There are many shops nearby. It is a fantastic location. Overall, it is a fantastic location. The hotel rooms are an adequate size. A decent night's sleep can be had from the bed itself. The bathrooms are a little outdated. The bathrooms could do with a deep clean. The staff were at the hotel. The staff were incredibly helpful. The hotel had a lovely pillow menu. Breakfast was not worth the price paid. The front of the hotel can be loud. It is worth requesting a room facing the courtyard at the back. You may want to consider one of the lower floors. You may want to avoid having to take one of the two lifts. They are small. They are irregular in their arrival. Sometimes, there are long wait times.",0.6862745098039216
ref,train,19,The hotel had a spa. The hotel had pools. The stay was relaxing due to these amenities. The hotel was clean. There were figures made of ice to see. The hotel is ideally located. The location allows for exploration of local restaurants and bars in the area. The room was large. The room featured a flat-screen high-definition television. The hotel room was always very clean. Toiletries were always provided upon asking. The price of the food is quite off-putting. They could improve what they offer. Despite being fairly pricey. There were really stunning atria. There was various wildlife to see.,"A few days isn't enough at this hotel. The hotel is relaxing and clean. There is a spa to explore. There are multiple pools to explore. The rooms were in the Emerald Bay section of the hotel. The rooms were very clean. All items were well stocked in the room. The bedrooms are large. Some bedrooms overlook a courtyard. The courtyard is separated by a glass-covered interior. The hotel's food can be a little on the expensive side. The quality of the food could have been greater. The hotel had picturesque atriums. The atriums had alligators, various fish, and other species.",0.4666666666666667
ref,dev,20,The hotel has conference rooms available. The conference rooms can be rented out for conferences and corporate events. The location of this hotel makes it easy to access restaurants. The location of this hotel makes it easy to access the river. The location of this hotel makes it easy to access shops. The rooms are a good size. The rooms are well decorated. The bathroom in the hotel was large. The bathroom in the hotel had a large bathtub. Small touches like a chocolate on the pillow are nice. The hotel has a roof terrace. The roof terrace is for drinks. The hotel is missing the availability of a pool. Unfortunately.,This is a lovely place. It was wonderful in all ways. It is a place you will want to return. The hotel is in walking distance to local restaurants. The hotel is in walking distance to local bars. The hotel is in walking distance to Mont Royal. The hotel rooms are beautifully decorated. The hotel rooms are well-designed. The hotel rooms are comfortable for all occasions. The room is very spacious in size. There are luxurious amenities in the bathroom. There are chocolates on the pillow that make the room even more memorable. The hotel features some good places to have drinks and food. There were great chocolates left on the pillow. This hotel could do with a pool. The only thing it is really lacking is a pool.,0.6
ref,dev,21,This is a hotel. The hotel is located in an excellent place. It is perfect to walk to the entertainment district. It is perfect to walk to pubs and restaurants. Rooms on the higher floors are excellent. They can provide a great view. The room itself is of a lovely quality. The room even had a full kitchen. The full kitchen is incredibly useful. The hotel offers a complimentary breakfast. The complimentary breakfast was really good.,This is a great hotel to visit. You will look forward to coming back again and again. The hotel is situated near lots of pubs. The hotel is situated near lots of restaurants. The hotel room was on a high floor. There was a great view of the CN Tower. The room had a full kitchen. The full kitchen was ideal. The morning breakfast was complimentary. The breakfast served great superb food.,0.0
ref,dev,22,The hotel has a level of homely comfort. The hotel sometimes lacks small personal touches. The hotel is connected to a subway. The hotel sits above the Pacific Place shopping mall. It can take a while to travel to the business district. The rooms are really modern. The rooms are lacking in style. The rooms are lacking in space. The hotel has a cafe that provides lunch. The lunch at the cafe was really expensive. The lunch at the cafe was equally as disappointing. You can get drinks from the bar that's in the foyer. The hotel had good facilities available. The facilities included a gym and a pool.,This is a really great hotel. It lacks the personal touch. The location is great. It is connected via a big shopping mall. It is super easy to get to the subway station. The views aren't so great. All you see are skyscrapers. The rooms of the hotel were modern. The rooms of the hotel were close to the elevator. The rooms of the hotel were on the smaller side. The rooms of the hotel were a little simplistic. The food at the hotel is very expensive. The food at the hotel is not enjoyable. The breakfast was nice. The lunch was not as nice as the breakfast. The hotel has very good exercise facilities. There is a good gym. There is a nice pool.,0.75
ref,dev,23,"The hotel was clean. The hotel was reasonably priced. The hotel needs a makeover. Some of the charges should be lowered to improve the hotel. This hotel is located in a really great area. It is a handy walk to the shopping area and restaurants. There is a convention centre nearby. The rooms are spacious. The rooms are flawlessly clean. Everything you could possibly need is available in the rooms. The bed was unbelievably comfortable. The bed provided a great night's sleep. The hotel is a little bit outdated. The hotel is in need of a bit of an upgrade. The hotel had an expensive breakfast. Overall, the food is great. The pool at the hotel is open for a good amount of time for guests. There is parking available. The parking is a bit expensive. The hotel can help out with the parking.","The price of this hotel is okay. It feels somewhat dated. It needs an overall makeover. The place is clean. ""That said"" (is a transition phrase that acknowledges a previous point or statement, but does not provide a new component to the sentence) The hotel is situated close to the Vancouver Convention Centre. The hotel is situated 10 minutes from Canada Place. Canada Place is where you can catch a cruise ship. The rooms of the hotel were very nice. The rooms of the hotel were spacious. The rooms of the hotel had stunning views of the surrounding area. The morning pastries were pretty good at the hotel. The buffet was pretty good at the hotel. There was a great pool to use for hours. It is great. There is a deal to help out with the somewhat pricey parking. If you're thinking of using a car here.",0.6666666666666666
ref,dev,24,"This hotel is greatly loved. The hotel is well kept. The hotel is comfortable. Everything you could need in terms of shops and restaurants are really close to this hotel. The hotel is superbly located. There are plenty of attractions. The attractions include a theatre and cathedral. The theatre and cathedral are just around the corner. The room was luxurious. The view from the room was really nice. The view overlooked the courtyard. The view was especially nice when it was sunny. Rooms can accommodate four people. The rooms are comfortable and really clean. The doorman was always at the entrance of the hotel to greet guests. The great staff were very welcoming. There was a buffet for breakfast. The food provided was great-tasting. There is a great outdoor dining area. The outdoor dining area was well-suited for eating lunch. Additionally, the outdoor dining area was well-suited for eating lunch. There were toiletries available at this hotel. The toiletries were really great. The price was really reasonable. The hotel is comfortable and elegant.",The hotel is excellent. The hotel is highly recommended in this area. It's very clean. It's a comfortable place to stay. The hotel is in a great location. It is only a ten minute walk from the metro station. It is near to the cathedral. It is near to the river. The cultural centre is nearby. You can get there by a short taxi ride. The rooms were large and luxurious. The rooms were perfectly able to house four guests as requested. The room was comfortable. The room was clean. Rooms on the first floor have access to a courtyard garden. The hotel has an outdoor dining area. The outdoor dining area is for lunch. The outdoor dining area is lovely. The meals are served at the restaurants. The meals are of good quality. The hotel had lovely toiletries available. There was free Wi-Fi available.,0.0425531914893617
ref,dev,25,"The hotel is great. The hotel provides a safe place to stay. It is a favorite. Guests like it. The hotel is close to the metro line. The hotel is close to Rembrandt Square. The hotel is away from the louder tourist areas. The room was quite small at this hotel. The room was quite modern and clean. Everything was wheelchair-accessible, which was fantastic. There was no shower curtain. The bathroom floor was somewhat wet. The staff were at the front desk. The staff were unhelpful to guests. The hotel provides a fantastic selection of food. The seafood bistro is where the food is served. The hotel has WiFi. The WiFi in the hotel lobby is slow. The carpet was dirty. The exterior of the hotel is noisy and overcrowded.","This is a recommendable and respectable hotel. It is great for a great time. It is suitable for those travelling alone. It is suitable for those travelling with a partner. It is suitable for those travelling with the family. The hotel is situated in a perfect location. The hotel is very accessible via the metro station. The metro station is only five minutes away. The location is great. There are plenty of entertainment options very close-by. The rooms in the hotel were modern. The rooms in the hotel were well-appointed. The room was easily accessible for wheelchair users. The bathroom was easily accessible for wheelchair users. Some of the staff was really rude. There is a seafood bistro at the hotel. The seafood bistro is great. The hotel's carpets are absolutely filthy. The surroundings do not help with this vibe. It was crowded and noisy. After it rains, the street is really disgusting.",0.8536585365853658
ref,dev,26,This is a hotel. The hotel is little. The hotel is great. It isn't a full-on resort. It was nice all the same. There are many things to do. The things to do are within walking distance. The hotel rooms are smaller. The hotel rooms are clean. The hotel rooms are furnished well with antiques for some charm. The breakfast was served at the hotel. The breakfast was adequate in quality. The coffee was great. There were some items missing. There was a run-down feel here. The carpeting did not help. The worn-down atmosphere was present. The elevators weren't that big. A surfboard could not even fit in it.,This hotel is currently undergoing renovations. The outside of the hotel is an eyesore. Air conditioners are outdated. Air conditioners are not well maintained. There are great sights nearby. These sights are worth visiting. Some of the rooms were small but nice. Others smelled a bit. An upgrade may be necessary to get a nicer experience. The nicer rooms were very clean. The nicer rooms were decorated beautifully. The breakfast in the atrium is superb. Sometimes there is not enough food for everyone. The rooms could do with some upgrading. Some of the carpet has been worn down. Items are sometimes missing from the rooms. The elevator is not big enough for a surfboard.,0.7222222222222222
ref,dev,27,The hotel is tranquil. The hotel is clean. The hotel is an enjoyable place to stay whilst in Rome. The hotel is close to a number of local restaurants. The hotel is close to the busier areas of Rome. The rooms in the hotel are adequate. The bathrooms are spacious. The staff leave a chocolate on the beds. They do this each night for their guests. The buffet breakfast was very good. The hotel's corridors were quite plain. The corridors could benefit from some decoration. The free Wi-Fi worked well. The Bulgari toiletries smelled lovely.,"The hotel is peaceful. The hotel is spotless. The hotel is comfortable enough. The hotel's location is unbeatable. The hotel's location is great if you like the hustle and bustle. You will be able to walk to main places in the city. The main places include great historical locations. The main places also include some nice restaurants. The rooms in this hotel are always really nice. The rooms in this hotel have good bathrooms as well. The sheets are always clean. There are delicious chocolates provided on the bed each night. There was the option to have pre-dinner wine. Watching the sunset was lovely. There was free WiFi provided. Gorgeous toiletries were provided. The toiletries made for lovely soaks in the bathtub. The decoration in the corridors needed a little bit of updating. Otherwise, facilities were great.",0.6363636363636364
