Sentence1,Sentence2,Sent1_entity,Sent2_entity,Sample,1_2_neut,1_2_cont,1_2_ent,1_2_Label,2_1_neut,2_1_cont,2_1_ent,2_1_Label,Type
Additional lovely touches such as a chocolate on the pillow round out the experience.,"The breakfast and dinner options were expensive, but there was excellent taste and quality.",a,b,20,0.9932924509048462,0.002292525488883257,0.004415007308125496,NEUTRAL,0.9900426864624023,0.00409638462588191,0.005860890261828899,NEUTRAL,ref
Additional lovely touches such as a chocolate on the pillow round out the experience.,"Contrary to what would usually be expected, there was no free coffee maker or coffee available.",a,b,20,0.6170508861541748,0.3791804313659668,0.0037686482537537813,NEUTRAL,0.9494879245758057,0.048499464988708496,0.002012635348364711,NEUTRAL,ref
Additional lovely touches such as a chocolate on the pillow round out the experience.,The toiletries were great but there,a,b,20,0.7853329181671143,0.20847706496715546,0.006190027575939894,NEUTRAL,0.8126712441444397,0.009083942510187626,0.17824475467205048,NEUTRAL,ref
"There is even a rooftop for beverages, but regrettably there is no pool.","

Staying at the hotel during the winter season is a truly remarkable experience.",a,b,20,0.858833909034729,0.1389465481042862,0.0022195056080818176,NEUTRAL,0.8223819136619568,0.013561907224357128,0.16405609250068665,NEUTRAL,ref
"There is even a rooftop for beverages, but regrettably there is no pool.","Initially, the room was a bit cramped, even the bathroom, but after changing to a suite it was perfect.",a,b,20,0.9837039113044739,0.014198302291333675,0.002097795717418194,NEUTRAL,0.8825747966766357,0.11499959230422974,0.002425606595352292,NEUTRAL,ref
"There is even a rooftop for beverages, but regrettably there is no pool.","With its modern design, the suite had a magnificent view from the window.",a,b,20,0.8414480686187744,0.15522465109825134,0.0033272344153374434,NEUTRAL,0.9580585956573486,0.03863801434636116,0.003303445875644684,NEUTRAL,ref
"There is even a rooftop for beverages, but regrettably there is no pool.","The breakfast and dinner options were expensive, but there was excellent taste and quality.",a,b,20,0.9964843988418579,0.0018978123553097248,0.0016178340883925557,NEUTRAL,0.939887523651123,0.05300724133849144,0.0071052731946110725,NEUTRAL,ref
"There is even a rooftop for beverages, but regrettably there is no pool.","Contrary to what would usually be expected, there was no free coffee maker or coffee available.",a,b,20,0.24973951280117035,0.7476967573165894,0.0025636861100792885,CONTRADICTION,0.19439399242401123,0.8029508590698242,0.002655184827744961,CONTRADICTION,ref
"There is even a rooftop for beverages, but regrettably there is no pool.",The toiletries were great but there,a,b,20,0.7842736840248108,0.20994821190834045,0.005778135731816292,NEUTRAL,0.88569176197052,0.08657769858837128,0.027730589732527733,NEUTRAL,ref
"

This hotel is situated conveniently close to restaurants, the river, and stores, and features conference rooms available to be rented out for meetings and other corporate occasions.","

The employees at the hotel were remarkably helpful and the accommodation was in a",a,comm,20,0.9977797865867615,0.0007128348224796355,0.0015073718968778849,NEUTRAL,0.9975922107696533,0.0006683341925963759,0.0017394523601979017,NEUTRAL,ref
The chambers are substantial and accommodatingly decorated.,"

The employees at the hotel were remarkably helpful and the accommodation was in a",a,comm,20,0.9966745376586914,0.0011049574241042137,0.002220450434833765,NEUTRAL,0.9941672086715698,0.000927880231756717,0.004904927685856819,NEUTRAL,ref
"What's more, the restroom is roomy and has a spacious tub.","

The employees at the hotel were remarkably helpful and the accommodation was in a",a,comm,20,0.9884474873542786,0.0008139827405102551,0.010738524608314037,NEUTRAL,0.9938051700592041,0.0018691254081204534,0.004325759131461382,NEUTRAL,ref
Additional lovely touches such as a chocolate on the pillow round out the experience.,"

The employees at the hotel were remarkably helpful and the accommodation was in a",a,comm,20,0.9864598512649536,0.0018496131524443626,0.01169044990092516,NEUTRAL,0.919348955154419,0.003407661337405443,0.0772433802485466,NEUTRAL,ref
"There is even a rooftop for beverages, but regrettably there is no pool.","

The employees at the hotel were remarkably helpful and the accommodation was in a",a,comm,20,0.8414464592933655,0.15617477893829346,0.002378671197220683,NEUTRAL,0.9584091305732727,0.005696132779121399,0.0358947329223156,NEUTRAL,ref
"

Staying at the hotel during the winter season is a truly remarkable experience.","

The employees at the hotel were remarkably helpful and the accommodation was in a",b,comm,20,0.9949473142623901,0.0004035485617350787,0.00464918976649642,NEUTRAL,0.9976974129676819,0.0007514061871916056,0.0015511262463405728,NEUTRAL,ref
"Initially, the room was a bit cramped, even the bathroom, but after changing to a suite it was perfect.","

The employees at the hotel were remarkably helpful and the accommodation was in a",b,comm,20,0.9943363070487976,0.003779573133215308,0.0018840704578906298,NEUTRAL,0.980670690536499,0.006276794709265232,0.013052520342171192,NEUTRAL,ref
"With its modern design, the suite had a magnificent view from the window.","

The employees at the hotel were remarkably helpful and the accommodation was in a",b,comm,20,0.9969397783279419,0.0009427242912352085,0.002117584925144911,NEUTRAL,0.9956721067428589,0.0010385108180344105,0.0032893200404942036,NEUTRAL,ref
"The breakfast and dinner options were expensive, but there was excellent taste and quality.","

The employees at the hotel were remarkably helpful and the accommodation was in a",b,comm,20,0.9848036766052246,0.006337798200547695,0.008858449757099152,NEUTRAL,0.9938483834266663,0.0019566684495657682,0.0041949935257434845,NEUTRAL,ref
"Contrary to what would usually be expected, there was no free coffee maker or coffee available.","

The employees at the hotel were remarkably helpful and the accommodation was in a",b,comm,20,0.24431873857975006,0.7537347674369812,0.0019465136574581265,CONTRADICTION,0.7526249289512634,0.23086422681808472,0.01651076041162014,NEUTRAL,ref
The toiletries were great but there,"

The employees at the hotel were remarkably helpful and the accommodation was in a",b,comm,20,0.9421906471252441,0.04984348267316818,0.007965832948684692,NEUTRAL,0.9838645458221436,0.00521008251234889,0.010925380513072014,NEUTRAL,ref
"

Le Place D'Armes is an impressive and timeless edifice, set in a prime location.","

This hotel, while not as luxurious as other hotels, is in a good location for business travelers, as it is conveniently located close to St Catherine Street with its shopping and restaurants.",a,b,20,0.9951121211051941,0.003888396779075265,0.000999545562081039,NEUTRAL,0.48583659529685974,0.4898551106452942,0.024308279156684875,CONTRADICTION,gen
"

Le Place D'Armes is an impressive and timeless edifice, set in a prime location.","The room was a bit more modest in size than usual, but had a modern decor more impressive than a normal Fairmont.",a,b,20,0.986968994140625,0.01041449885815382,0.0026164234150201082,NEUTRAL,0.19260358810424805,0.7963873147964478,0.011009099893271923,CONTRADICTION,gen
"

Le Place D'Armes is an impressive and timeless edifice, set in a prime location.","The bedding was cozy, but the bathroom was quite small.",a,b,20,0.9421883225440979,0.010471614077687263,0.047340068966150284,NEUTRAL,0.7730743288993835,0.15149447321891785,0.0754312127828598,NEUTRAL,gen
"

Le Place D'Armes is an impressive and timeless edifice, set in a prime location.","Additionally, guests are provided with Miller Harris citron toiletries that the staff appear to enjoy providing.",a,b,20,0.9967972636222839,0.0010839878814294934,0.0021188000682741404,NEUTRAL,0.8490696549415588,0.06862680613994598,0.082303486764431,NEUTRAL,gen
"Every bedroom includes eye-catching, exposed brick walls and small extras such as chocolates and nighttime turndown service.","

This hotel, while not as luxurious as other hotels, is in a good location for business travelers, as it is conveniently located close to St Catherine Street with its shopping and restaurants.",a,b,20,0.928670346736908,0.06226847320795059,0.009061179123818874,NEUTRAL,0.9747899770736694,0.022050442174077034,0.003159552812576294,NEUTRAL,gen
"Every bedroom includes eye-catching, exposed brick walls and small extras such as chocolates and nighttime turndown service.","The room was a bit more modest in size than usual, but had a modern decor more impressive than a normal Fairmont.",a,b,20,0.9932541251182556,0.004178749863058329,0.002567162737250328,NEUTRAL,0.983263373374939,0.014971728436648846,0.0017649444052949548,NEUTRAL,gen
"Every bedroom includes eye-catching, exposed brick walls and small extras such as chocolates and nighttime turndown service.","The bedding was cozy, but the bathroom was quite small.",a,b,20,0.9896228313446045,0.009124298579990864,0.001252869376912713,NEUTRAL,0.2392554134130478,0.7582584619522095,0.002486090175807476,CONTRADICTION,gen
"Every bedroom includes eye-catching, exposed brick walls and small extras such as chocolates and nighttime turndown service.","Additionally, guests are provided with Miller Harris citron toiletries that the staff appear to enjoy providing.",a,b,20,0.997825026512146,0.0009277111967094243,0.0012473359238356352,NEUTRAL,0.9438789486885071,0.05242374166846275,0.0036973049864172935,NEUTRAL,gen
The team of concierges are especially knowledgeable and friendly.,"

This hotel, while not as luxurious as other hotels, is in a good location for business travelers, as it is conveniently located close to St Catherine Street with its shopping and restaurants.",a,b,20,0.9853858947753906,0.005672577768564224,0.008941461332142353,NEUTRAL,0.9971957206726074,0.0017268892843276262,0.0010774134425446391,NEUTRAL,gen
The team of concierges are especially knowledgeable and friendly.,"The room was a bit more modest in size than usual, but had a modern decor more impressive than a normal Fairmont.",a,b,20,0.988052248954773,0.0038322487380355597,0.008115451782941818,NEUTRAL,0.9970871806144714,0.0018803148996084929,0.001032583531923592,NEUTRAL,gen
The team of concierges are especially knowledgeable and friendly.,"The bedding was cozy, but the bathroom was quite small.",a,b,20,0.9568594694137573,0.011186675168573856,0.03195388987660408,NEUTRAL,0.9506604671478271,0.04728372022509575,0.0020557756070047617,NEUTRAL,gen
The team of concierges are especially knowledgeable and friendly.,"Additionally, guests are provided with Miller Harris citron toiletries that the staff appear to enjoy providing.",a,b,20,0.9970473647117615,0.0008408055291511118,0.002111817244440317,NEUTRAL,0.9974258542060852,0.0010779310250654817,0.0014961649430915713,NEUTRAL,gen
"The rooms boast hardwood flooring and expansive masonry walls, while the bathrooms are large and feature a spacious shower.","

This hotel, while not as luxurious as other hotels, is in a good location for business travelers, as it is conveniently located close to St Catherine Street with its shopping and restaurants.",a,b,20,0.7035348415374756,0.2933492064476013,0.0031159825157374144,NEUTRAL,0.7716138958930969,0.22466500103473663,0.0037210816517472267,NEUTRAL,gen
"The rooms boast hardwood flooring and expansive masonry walls, while the bathrooms are large and feature a spacious shower.","The room was a bit more modest in size than usual, but had a modern decor more impressive than a normal Fairmont.",a,b,20,0.9049631357192993,0.09015297889709473,0.004883925896137953,NEUTRAL,0.9891948699951172,0.00923311710357666,0.0015719950897619128,NEUTRAL,gen
"The rooms boast hardwood flooring and expansive masonry walls, while the bathrooms are large and feature a spacious shower.","The bedding was cozy, but the bathroom was quite small.",a,b,20,0.0005531148635782301,0.9993128776550293,0.00013404317724052817,CONTRADICTION,0.0004570589808281511,0.99941086769104,0.00013208333984948695,CONTRADICTION,gen
"The rooms boast hardwood flooring and expansive masonry walls, while the bathrooms are large and feature a spacious shower.","Additionally, guests are provided with Miller Harris citron toiletries that the staff appear to enjoy providing.",a,b,20,0.9977697134017944,0.0009769124444574118,0.0012534662382677197,NEUTRAL,0.9950154423713684,0.0018063716124743223,0.003178190905600786,NEUTRAL,gen
The hotel employees demonstrate exemplary hospitality and willingly cater to every need.,"

This hotel, while not as luxurious as other hotels, is in a good location for business travelers, as it is conveniently located close to St Catherine Street with its shopping and restaurants.",a,b,20,0.9948839545249939,0.003594819689169526,0.0015211955178529024,NEUTRAL,0.951560378074646,0.04638691619038582,0.002052744384855032,NEUTRAL,gen
The hotel employees demonstrate exemplary hospitality and willingly cater to every need.,"The room was a bit more modest in size than usual, but had a modern decor more impressive than a normal Fairmont.",a,b,20,0.9952309727668762,0.0019935297314077616,0.002775495871901512,NEUTRAL,0.9835289716720581,0.014486666768789291,0.0019843599293380976,NEUTRAL,gen
The hotel employees demonstrate exemplary hospitality and willingly cater to every need.,"The bedding was cozy, but the bathroom was quite small.",a,b,20,0.9965805411338806,0.0018945593619719148,0.0015249816933646798,NEUTRAL,0.3749147355556488,0.6227544546127319,0.0023307502269744873,CONTRADICTION,gen
The hotel employees demonstrate exemplary hospitality and willingly cater to every need.,"Additionally, guests are provided with Miller Harris citron toiletries that the staff appear to enjoy providing.",a,b,20,0.9977890253067017,0.0008914143545553088,0.0013195525389164686,NEUTRAL,0.9599549770355225,0.008935607969760895,0.031109437346458435,NEUTRAL,gen
The only downside is that hourly or half-day charges for the seminar room can apply.,"

This hotel, while not as luxurious as other hotels, is in a good location for business travelers, as it is conveniently located close to St Catherine Street with its shopping and restaurants.",a,b,20,0.9695078134536743,0.023779472336173058,0.006712759844958782,NEUTRAL,0.9717841744422913,0.009780730120837688,0.01843511126935482,NEUTRAL,gen
The only downside is that hourly or half-day charges for the seminar room can apply.,"The room was a bit more modest in size than usual, but had a modern decor more impressive than a normal Fairmont.",a,b,20,0.9969525337219238,0.0016908823745325208,0.0013564532855525613,NEUTRAL,0.9838100671768188,0.011236850172281265,0.00495306309312582,NEUTRAL,gen
The only downside is that hourly or half-day charges for the seminar room can apply.,"The bedding was cozy, but the bathroom was quite small.",a,b,20,0.9797771573066711,0.014839875511825085,0.005382978357374668,NEUTRAL,0.9651344418525696,0.016147799789905548,0.018717709928750992,NEUTRAL,gen
The only downside is that hourly or half-day charges for the seminar room can apply.,"Additionally, guests are provided with Miller Harris citron toiletries that the staff appear to enjoy providing.",a,b,20,0.9905563592910767,0.008212133310735226,0.0012315110070630908,NEUTRAL,0.9697622060775757,0.026680633425712585,0.0035571549087762833,NEUTRAL,gen
"

Le Place D'Armes is an impressive and timeless edifice, set in a prime location.","

The employees of the hotel provide excellent service and express hospitality.",a,comm,20,0.9971062541007996,0.0006452944362536073,0.0022483982611447573,NEUTRAL,0.9557326436042786,0.005081727169454098,0.03918561339378357,NEUTRAL,gen
"

Le Place D'Armes is an impressive and timeless edifice, set in a prime location.",The lodging is neat and tidy and the,a,comm,20,0.992065966129303,0.001775039592757821,0.006159045733511448,NEUTRAL,0.7441983222961426,0.05037499591708183,0.20542670786380768,NEUTRAL,gen
"Every bedroom includes eye-catching, exposed brick walls and small extras such as chocolates and nighttime turndown service.","

The employees of the hotel provide excellent service and express hospitality.",a,comm,20,0.8886407017707825,0.0018951673991978168,0.10946421325206757,NEUTRAL,0.6467177271842957,0.006386768538504839,0.3468954563140869,NEUTRAL,gen
"Every bedroom includes eye-catching, exposed brick walls and small extras such as chocolates and nighttime turndown service.",The lodging is neat and tidy and the,a,comm,20,0.9162288904190063,0.01213560625910759,0.07163538783788681,NEUTRAL,0.9507755637168884,0.014419585466384888,0.034804847091436386,NEUTRAL,gen
The team of concierges are especially knowledgeable and friendly.,"

The employees of the hotel provide excellent service and express hospitality.",a,comm,20,0.2337477058172226,0.0008141645230352879,0.7654381394386292,ENTAILMENT,0.9948940277099609,0.0008452042820863426,0.00426088459789753,NEUTRAL,gen
The team of concierges are especially knowledgeable and friendly.,The lodging is neat and tidy and the,a,comm,20,0.9881411790847778,0.0020138006657361984,0.009844970889389515,NEUTRAL,0.9541826248168945,0.0015317037468776107,0.04428567737340927,NEUTRAL,gen
"The rooms boast hardwood flooring and expansive masonry walls, while the bathrooms are large and feature a spacious shower.","

The employees of the hotel provide excellent service and express hospitality.",a,comm,20,0.9925023317337036,0.0007251062779687345,0.0067724608816206455,NEUTRAL,0.7802333831787109,0.0028309968765825033,0.2169356346130371,NEUTRAL,gen
"The rooms boast hardwood flooring and expansive masonry walls, while the bathrooms are large and feature a spacious shower.",The lodging is neat and tidy and the,a,comm,20,0.6608561277389526,0.00266693951562047,0.3364768922328949,NEUTRAL,0.9504321217536926,0.00446984963491559,0.04509808123111725,NEUTRAL,gen
The hotel employees demonstrate exemplary hospitality and willingly cater to every need.,"

The employees of the hotel provide excellent service and express hospitality.",a,comm,20,0.005547587759792805,0.0017292365664616227,0.9927231669425964,ENTAILMENT,0.7247185707092285,0.005173366516828537,0.27010801434516907,NEUTRAL,gen
The hotel employees demonstrate exemplary hospitality and willingly cater to every need.,The lodging is neat and tidy and the,a,comm,20,0.9910497665405273,0.0012957054423168302,0.0076545909978449345,NEUTRAL,0.9175448417663574,0.003528343513607979,0.07892674952745438,NEUTRAL,gen
The only downside is that hourly or half-day charges for the seminar room can apply.,"

The employees of the hotel provide excellent service and express hospitality.",a,comm,20,0.28948724269866943,0.7067708969116211,0.003741865511983633,CONTRADICTION,0.8309057354927063,0.009077626280486584,0.16001667082309723,NEUTRAL,gen
The only downside is that hourly or half-day charges for the seminar room can apply.,The lodging is neat and tidy and the,a,comm,20,0.4061703681945801,0.5912121534347534,0.002617449965327978,CONTRADICTION,0.8919350504875183,0.01344915572553873,0.09461581707000732,NEUTRAL,gen
"

This hotel, while not as luxurious as other hotels, is in a good location for business travelers, as it is conveniently located close to St Catherine Street with its shopping and restaurants.","

The employees of the hotel provide excellent service and express hospitality.",b,comm,20,0.9861117601394653,0.012556321918964386,0.0013318711426109076,NEUTRAL,0.9972025156021118,0.0015684179961681366,0.0012290241429582238,NEUTRAL,gen
"

This hotel, while not as luxurious as other hotels, is in a good location for business travelers, as it is conveniently located close to St Catherine Street with its shopping and restaurants.",The lodging is neat and tidy and the,b,comm,20,0.9196760654449463,0.07677283138036728,0.0035511828027665615,NEUTRAL,0.9856687784194946,0.006444826722145081,0.007886409759521484,NEUTRAL,gen
"The room was a bit more modest in size than usual, but had a modern decor more impressive than a normal Fairmont.","

The employees of the hotel provide excellent service and express hospitality.",b,comm,20,0.992915153503418,0.00390665465965867,0.0031782553996890783,NEUTRAL,0.9261753559112549,0.002251954050734639,0.07157271355390549,NEUTRAL,gen
"The room was a bit more modest in size than usual, but had a modern decor more impressive than a normal Fairmont.",The lodging is neat and tidy and the,b,comm,20,0.8242335319519043,0.14586485922336578,0.029901614412665367,NEUTRAL,0.9816208481788635,0.007364080287516117,0.01101510226726532,NEUTRAL,gen
"The bedding was cozy, but the bathroom was quite small.","

The employees of the hotel provide excellent service and express hospitality.",b,comm,20,0.7625956535339355,0.23279470205307007,0.004609602503478527,NEUTRAL,0.9010547399520874,0.0044283149763941765,0.09451685100793839,NEUTRAL,gen
"The bedding was cozy, but the bathroom was quite small.",The lodging is neat and tidy and the,b,comm,20,0.008653133176267147,0.9886016249656677,0.002745164791122079,CONTRADICTION,0.9739474058151245,0.002781892428174615,0.02327078767120838,NEUTRAL,gen
"Additionally, guests are provided with Miller Harris citron toiletries that the staff appear to enjoy providing.","

The employees of the hotel provide excellent service and express hospitality.",b,comm,20,0.6898643970489502,0.0015057470882311463,0.3086298108100891,NEUTRAL,0.9959774613380432,0.0007787580252625048,0.0032437844201922417,NEUTRAL,gen
"Additionally, guests are provided with Miller Harris citron toiletries that the staff appear to enjoy providing.",The lodging is neat and tidy and the,b,comm,20,0.9973593354225159,0.0011585340835154057,0.001482148072682321,NEUTRAL,0.9943045973777771,0.0009549397509545088,0.004740556236356497,NEUTRAL,gen
"

This hotel is situated in an ideal spot - close enough to the center's nightlife, eateries and bars to enjoy a leisurely stroll.","

This hotel is fabulous and absolutely marvelous, making it an ideal choice to revisit.",a,b,21,0.9900062680244446,0.001494786236435175,0.00849895365536213,NEUTRAL,0.9972175359725952,0.000546974188182503,0.0022354458924382925,NEUTRAL,ref
"

This hotel is situated in an ideal spot - close enough to the center's nightlife, eateries and bars to enjoy a leisurely stroll.","It's conveniently located near many attractions such as the CN Tower, Hockey Hall of Fame, and Rogers Centre.",a,b,21,0.8442838788032532,0.005668486002832651,0.15004763007164001,NEUTRAL,0.9860519170761108,0.0006559762987308204,0.013292006216943264,NEUTRAL,ref
"

This hotel is situated in an ideal spot - close enough to the center's nightlife, eateries and bars to enjoy a leisurely stroll.","Despite the fact that the deluxe room was a bit little and did not have a good view, the room was spotless.",a,b,21,0.9658104777336121,0.031425438821315765,0.002764003351330757,NEUTRAL,0.20619800686836243,0.7912876605987549,0.002514314604923129,CONTRADICTION,ref
"

This hotel is situated in an ideal spot - close enough to the center's nightlife, eateries and bars to enjoy a leisurely stroll.","Nevertheless, there was a certain level of noise that could be heard from it.",a,b,21,0.9959047436714172,0.0011041888501495123,0.0029911152087152004,NEUTRAL,0.3849817216396332,0.6115057468414307,0.003512554569169879,CONTRADICTION,ref
"

This hotel is situated in an ideal spot - close enough to the center's nightlife, eateries and bars to enjoy a leisurely stroll.","Furthermore, the hotel's breakfast is something that comes with the room rate -- however, it",a,b,21,0.9711588621139526,0.026172205805778503,0.0026689376682043076,NEUTRAL,0.8964816927909851,0.08539986610412598,0.01811850443482399,NEUTRAL,ref
"The upper-level rooms present breathtaking perspectives, and the spacious accommodation is of impressive quality, with a full kitchen included for convenience.","

This hotel is fabulous and absolutely marvelous, making it an ideal choice to revisit.",a,b,21,0.8640354871749878,0.0013558726059272885,0.13460858166217804,NEUTRAL,0.9218066334724426,0.0019041375489905477,0.07628923654556274,NEUTRAL,ref
"The upper-level rooms present breathtaking perspectives, and the spacious accommodation is of impressive quality, with a full kitchen included for convenience.","It's conveniently located near many attractions such as the CN Tower, Hockey Hall of Fame, and Rogers Centre.",a,b,21,0.9889659285545349,0.0012355985818430781,0.009798351675271988,NEUTRAL,0.9791560173034668,0.002496439265087247,0.0183476060628891,NEUTRAL,ref
"The upper-level rooms present breathtaking perspectives, and the spacious accommodation is of impressive quality, with a full kitchen included for convenience.","Despite the fact that the deluxe room was a bit little and did not have a good view, the room was spotless.",a,b,21,0.01396044623106718,0.9855576157569885,0.0004819142632186413,CONTRADICTION,0.005073216278105974,0.9943022727966309,0.0006244896212592721,CONTRADICTION,ref
"The upper-level rooms present breathtaking perspectives, and the spacious accommodation is of impressive quality, with a full kitchen included for convenience.","Nevertheless, there was a certain level of noise that could be heard from it.",a,b,21,0.9972741007804871,0.001217297394759953,0.0015086517669260502,NEUTRAL,0.960793673992157,0.018566681072115898,0.020639682188630104,NEUTRAL,ref
"The upper-level rooms present breathtaking perspectives, and the spacious accommodation is of impressive quality, with a full kitchen included for convenience.","Furthermore, the hotel's breakfast is something that comes with the room rate -- however, it",a,b,21,0.9389558434486389,0.057076744735240936,0.003967388067394495,NEUTRAL,0.931441605091095,0.012250658124685287,0.056307751685380936,NEUTRAL,ref
The complimentary breakfasts that the hotel offers is particularly savory.,"

This hotel is fabulous and absolutely marvelous, making it an ideal choice to revisit.",a,b,21,0.9435991644859314,0.003660875605419278,0.052740003913640976,NEUTRAL,0.9939910769462585,0.0010276823304593563,0.0049812369979918,NEUTRAL,ref
